query (incomplete)	target (complete)	score
Soil11.scaffold_508123272_c1_1	Soil11.scaffold_450846843_c1_2	3.719409282700422
Soil11.scaffold_341637921_c1_1	Soil17.scaffold_980233456_c1_4	4.7518796992481205
Soil12.scaffold_645337626_c1_7	T0.scaffold_1000633676_c1_60	4.50728862973761
Soil12.scaffold_441706068_c1_1	Soil11.scaffold_450846843_c1_2	5.2344322344322345
Soil12.scaffold_115555287_c1_1	Soil9.scaffold_195545852_c1_2	4.294117647058823
Soil12.scaffold_439298151_c1_1	T0.scaffold_746064860_c1_4	4.475
Soil12.scaffold_849706021_c1_12	Soil9.scaffold_748882588_c1_3	4.00597609561753
Soil12.scaffold_781331977_c1_1	Soil6.scaffold_477923070_c1_3	4.696078431372549
Soil12.scaffold_749668856_c1_1	Soil17.scaffold_980233456_c1_4	4.329153605015674
Soil12.scaffold_395614479_c1_1	Soil14.scaffold_846147074_c1_2	4.538461538461538
Soil12.scaffold_673389307_c1_1	T0.scaffold_959910020_c1_3	4.067061143984221
Soil12.scaffold_945078544_c1_1	Soil3.scaffold_87487483_c1_63	4.033402922755741
Soil12.scaffold_540419097_c1_1	Soil9.scaffold_748882588_c1_3	3.603448275862069
Soil12.scaffold_469328246_c1_1	T0.scaffold_42653984_c1_3	3.845181674565561
Soil12.scaffold_310235025_c1_1	Soil17.scaffold_980233456_c1_4	4.218085106382978
Soil12.scaffold_387317399_c1_1	T0.scaffold_1089706414_c1_6	4.80506329113924
Soil12.scaffold_506286244_c1_1	T0.scaffold_806872176_c1_1	5.060402684563758
Soil12.scaffold_231584228_c1_1	Soil15.scaffold_1222784927_c1_4	4.404255319148936
Soil12.scaffold_691229572_c1_1	T0.scaffold_959910020_c1_3	3.550218340611354
Soil12.scaffold_682182052_c1_1	Soil17.scaffold_980233456_c1_4	4.876640419947506
Soil12.scaffold_943095110_c1_5	Soil3.scaffold_544060472_c1_9	4.152737752161383
Soil12.scaffold_488939535_c1_1	Soil6.scaffold_643455614_c1_27	3.46
Soil12.scaffold_648932648_c1_1	Soil9.scaffold_697656373_c1_4	3.8221649484536084
Soil12.scaffold_440450873_c1_1	T0.scaffold_1000633676_c1_60	3.760828625235405
Soil12.scaffold_722721777_c1_1	Soil15.scaffold_1222784927_c1_4	4.373493975903615
Soil12.scaffold_220696365_c1_1	T0.scaffold_42653984_c1_3	5.071428571428571
Soil12.scaffold_610028624_c1_1	Soil3.scaffold_356436555_c1_9	4.781065088757397
Soil12.scaffold_779198195_c1_1	Soil3.scaffold_87487483_c1_63	3.9377104377104377
Soil12.scaffold_268867555_c1_1	Soil6.scaffold_483489483_c1_4	4.234210526315789
Soil12.scaffold_86199624_c1_1	T0.scaffold_1000633676_c1_60	5.06984126984127
Soil12.scaffold_361082657_c1_1	T0.scaffold_1089706414_c1_6	4.606481481481482
Soil12.scaffold_131824001_c1_1	T0.scaffold_42653984_c1_3	4.49
Soil12.scaffold_178318033_c1_1	Soil6.scaffold_643455614_c1_27	4.3373860182370825
Soil12.scaffold_936088460_c1_1	Soil14.scaffold_1010755616_c1_3	4.266159695817491
Soil12.scaffold_968933083_c1_1	Soil5.scaffold_464642952_c1_3	3.049382716049383
Soil14.scaffold_795690928_c1_1	Soil6.scaffold_483489483_c1_4	3.552325581395349
Soil14.scaffold_497632255_c1_1	Soil6.scaffold_641093229_c1_17	4.836431226765799
Soil14.scaffold_831854899_c1_1	Soil9.scaffold_802848090_c1_1	4.155778894472362
Soil14.scaffold_794452006_c1_2	Soil16.scaffold_325490796_c1_5	4.211055276381909
Soil14.scaffold_331899285_c1_2	T0.scaffold_42653984_c1_3	4.651810584958217
Soil14.scaffold_259698582_c1_1	Soil17.scaffold_980233456_c1_4	4.7451923076923075
Soil14.scaffold_285435377_c1_1	T0.scaffold_959910020_c1_3	3.7927927927927927
Soil14.scaffold_986568701_c1_1	T0.scaffold_959910020_c1_3	3.9310344827586206
Soil14.scaffold_38466620_c1_1	Soil9.scaffold_748882588_c1_3	4.208994708994709
Soil14.scaffold_594392541_c1_2	T0.scaffold_1089706414_c1_6	3.536480686695279
Soil14.scaffold_734900629_c1_1	Soil17.scaffold_980233456_c1_4	4.3497267759562845
Soil14.scaffold_420426952_c1_2	Soil5.scaffold_464642952_c1_3	4.8071278825995805
Soil14.scaffold_1025531970_c1_1	Soil9.scaffold_748882588_c1_3	4.539594843462247
Soil14.scaffold_330826427_c1_2	Soil5.scaffold_464642952_c1_3	3.975
Soil14.scaffold_834395194_c1_1	Soil5.scaffold_234666955_c1_3	5.0701754385964914
Soil14.scaffold_271191438_c1_1	Soil9.scaffold_748882588_c1_3	4.149847094801223
Soil14.scaffold_126023615_c1_1	Soil12.scaffold_118449608_c1_7	5.075928917609047
Soil14.scaffold_127351848_c1_1	Soil14.scaffold_1010755616_c1_3	3.937888198757764
Soil14.scaffold_276006491_c1_1	T0.scaffold_806872176_c1_1	4.315068493150685
Soil14.scaffold_445752900_c1_2	T0.scaffold_959910020_c1_3	4.554778554778554
Soil14.scaffold_1088594087_c1_1	Soil11.scaffold_321256384_c1_2	4.339743589743589
Soil14.scaffold_657338058_c1_1	Soil17.scaffold_980233456_c1_4	4.327080890973036
Soil14.scaffold_984912173_c1_1	Soil16.scaffold_325490796_c1_5	3.644268774703557
Soil14.scaffold_471243875_c1_1	T0.scaffold_1089706414_c1_6	4.829411764705882
Soil14.scaffold_220157747_c1_1	Soil17.scaffold_980233456_c1_4	4.488599348534202
Soil14.scaffold_366852120_c1_1	Soil17.scaffold_980233456_c1_4	4.173770491803278
Soil14.scaffold_449389216_c1_1	Soil16.scaffold_325490796_c1_5	3.8185328185328187
Soil14.scaffold_1058463213_c1_1	T0.scaffold_559415228_c1_29	5.182857142857143
Soil14.scaffold_910601112_c1_1	Soil17.scaffold_980233456_c1_4	4.942857142857143
Soil14.scaffold_989131071_c1_1	Soil9.scaffold_748882588_c1_3	3.9748743718592965
Soil14.scaffold_691625777_c1_1	Soil16.scaffold_325490796_c1_5	4.1945701357466065
Soil14.scaffold_853572229_c1_1	T0.scaffold_484394978_c1_11	4.268852459016394
Soil14.scaffold_549488387_c1_2	Soil14.scaffold_846147074_c1_2	4.8313953488372094
Soil14.scaffold_2770132_c1_1	T0.scaffold_484394978_c1_11	3.8866666666666667
Soil14.scaffold_251684655_c1_1	Soil17.scaffold_980233456_c1_4	4.252873563218391
Soil14.scaffold_835839915_c1_1	Soil6.scaffold_281155262_c1_2	4.807291666666667
Soil15.scaffold_181129442_c1_1	Soil9.scaffold_748882588_c1_3	4.705314009661835
Soil15.scaffold_1073303718_c1_2	Soil6.scaffold_483489483_c1_4	3.522613065326633
Soil15.scaffold_237200348_c1_1	T0.scaffold_619562491_c1_7	4.993006993006993
Soil15.scaffold_1026762393_c1_4	Soil15.scaffold_1222784927_c1_4	3.4495967741935485
Soil15.scaffold_1105423533_c1_1	T0.scaffold_1089706414_c1_6	3.904059040590406
Soil15.scaffold_1155872893_c1_1	Soil6.scaffold_477923070_c1_3	3.5488372093023255
Soil15.scaffold_1161792606_c1_1	Soil12.scaffold_973342629_c1_1	3.497005988023952
Soil15.scaffold_1201022547_c1_1	Soil14.scaffold_202320580_c1_6	4.880952380952381
Soil15.scaffold_124785844_c1_1	T0.scaffold_1089706414_c1_6	4.792079207920792
Soil15.scaffold_618675817_c1_1	Soil14.scaffold_1010755616_c1_3	4.467817896389325
Soil15.scaffold_45031072_c1_1	Soil6.scaffold_641093229_c1_17	3.8854166666666665
Soil15.scaffold_851457302_c1_1	Soil9.scaffold_748882588_c1_3	5.08092485549133
Soil15.scaffold_648356501_c1_1	Soil14.scaffold_1010755616_c1_3	4.23489932885906
Soil15.scaffold_369508543_c1_1	T0.scaffold_482841487_c1_4	3.429967426710098
Soil15.scaffold_1242775221_c1_1	T0.scaffold_1000633676_c1_60	3.7985865724381624
Soil15.scaffold_891383473_c1_1	Soil16.scaffold_1330794602_c1_4	3.9664804469273744
Soil15.scaffold_794856776_c1_1	Soil15.scaffold_1222784927_c1_4	4.281183932346723
Soil15.scaffold_1044478742_c1_1	Soil17.scaffold_527461561_c1_15	5.335051546391752
Soil15.scaffold_477537638_c1_1	Soil14.scaffold_267382097_c1_2	3.970822281167109
Soil15.scaffold_918518553_c1_1	T0.scaffold_959910020_c1_3	4.529411764705882
Soil15.scaffold_1122938907_c1_3	Soil6.scaffold_414201093_c1_3	4.562091503267974
Soil15.scaffold_587764551_c1_1	Soil5.scaffold_464642952_c1_3	5.090452261306533
Soil15.scaffold_534526887_c1_1	Soil16.scaffold_325490796_c1_5	4.700483091787439
Soil15.scaffold_9247303_c1_1	Soil14.scaffold_1010755616_c1_3	3.944649446494465
Soil15.scaffold_284184346_c1_1	Soil6.scaffold_643455614_c1_27	2.0673076923076925
Soil15.scaffold_736707679_c1_1	Soil3.scaffold_356436555_c1_9	4.875
Soil15.scaffold_539836713_c1_1	Soil12.scaffold_118449608_c1_7	4.197080291970803
Soil15.scaffold_922282105_c1_1	Soil3.scaffold_356436555_c1_9	4.074712643678161
Soil15.scaffold_516223576_c1_1	Soil6.scaffold_483489483_c1_4	3.905389221556886
Soil15.scaffold_358471595_c1_1	Soil3.scaffold_544060472_c1_9	4.787356321839081
Soil15.scaffold_177218904_c1_1	Soil6.scaffold_643455614_c1_27	4.427884615384615
Soil15.scaffold_747975115_c1_1	T0.scaffold_959910020_c1_3	4.135514018691588
Soil15.scaffold_390451440_c1_1	T0.scaffold_1000633676_c1_60	4.154761904761905
Soil15.scaffold_98174415_c1_1	Soil3.scaffold_356436555_c1_9	4.176829268292683
Soil15.scaffold_710756023_c1_1	Soil15.scaffold_1222784927_c1_4	0.6242118537200504
Soil15.scaffold_1225639374_c1_2	Soil9.scaffold_593316687_c1_4	4.100656455142232
Soil15.scaffold_1291078473_c1_1	Soil17.scaffold_980233456_c1_4	5.043137254901961
Soil15.scaffold_659113093_c1_1	Soil9.scaffold_697656373_c1_4	3.230769230769231
Soil15.scaffold_355084757_c1_1	Soil9.scaffold_748882588_c1_3	4.5531453362255965
Soil15.scaffold_639833828_c1_1	Soil16.scaffold_832449140_c1_3	4.95859872611465
Soil15.scaffold_252876122_c1_2	T0.scaffold_943316442_c1_4	4.112262521588947
Soil15.scaffold_320005123_c1_2	T0.scaffold_1089706414_c1_6	4.595419847328245
Soil15.scaffold_939511455_c1_1	Soil3.scaffold_356436555_c1_9	2.8770301624129933
Soil16.scaffold_346289864_c1_1	Soil9.scaffold_697656373_c1_4	3.7911111111111113
Soil16.scaffold_730650122_c1_1	T0.scaffold_1103838524_c1_3	2.7114624505928853
Soil16.scaffold_850622425_c1_1	Soil16.scaffold_325490796_c1_5	4.248344370860927
Soil16.scaffold_32648965_c1_1	Soil14.scaffold_1010755616_c1_3	4.425414364640884
Soil16.scaffold_124920402_c1_2	Soil16.scaffold_832449140_c1_3	4.734299516908212
Soil16.scaffold_397306692_c1_1	Soil11.scaffold_321256384_c1_2	5.004739336492891
Soil16.scaffold_434577384_c1_1	Soil3.scaffold_87487483_c1_63	3.7154471544715446
Soil16.scaffold_599642820_c1_1	Soil9.scaffold_748882588_c1_3	3.792207792207792
Soil16.scaffold_1304826923_c1_1	Soil14.scaffold_202320580_c1_6	4.791489361702127
Soil16.scaffold_738948534_c1_1	Soil9.scaffold_195545852_c1_2	3.111111111111111
Soil16.scaffold_621210902_c1_2	T0.scaffold_1000633676_c1_60	4.033333333333333
Soil16.scaffold_1113269979_c1_2	Soil17.scaffold_980233456_c1_4	4.690243902439025
Soil16.scaffold_387722415_c1_1	Soil16.scaffold_1330794602_c1_4	2.687007874015748
Soil16.scaffold_1009446171_c1_1	Soil17.scaffold_980233456_c1_4	4.132387706855792
Soil16.scaffold_1202140825_c1_1	Soil9.scaffold_697656373_c1_4	4.215
Soil16.scaffold_615730661_c1_3	Soil16.scaffold_1330794602_c1_4	3.444991789819376
Soil16.scaffold_869105893_c1_1	Soil16.scaffold_832449140_c1_3	4.414285714285715
Soil16.scaffold_138608053_c1_1	Soil6.scaffold_483489483_c1_4	3.595667870036101
Soil16.scaffold_1366249602_c1_1	T0.scaffold_1089706414_c1_6	3.4136029411764706
Soil16.scaffold_905149802_c1_1	Soil9.scaffold_748882588_c1_3	4.579365079365079
Soil16.scaffold_435158649_c1_1	T0.scaffold_484394978_c1_11	4.255892255892256
Soil16.scaffold_1258226455_c1_1	Soil16.scaffold_1330794602_c1_4	4.589259796806966
Soil16.scaffold_1205074324_c1_1	Soil15.scaffold_1222784927_c1_4	4.42713567839196
Soil16.scaffold_1196883541_c1_1	Soil5.scaffold_464642952_c1_3	3.8847583643122676
Soil16.scaffold_771323838_c1_1	Soil17.scaffold_980233456_c1_4	3.9337539432176656
Soil16.scaffold_419157511_c1_1	Soil9.scaffold_195545852_c1_2	3.5142857142857142
Soil16.scaffold_714906279_c1_1	T0.scaffold_472042985_c1_3	4.430622009569378
Soil16.scaffold_849376375_c1_1	Soil16.scaffold_325490796_c1_5	4.413043478260869
Soil16.scaffold_964842162_c1_2	Soil5.scaffold_543486757_c1_71	2.335689045936396
Soil16.scaffold_981073351_c1_3	T0.scaffold_806872176_c1_1	4.43719806763285
Soil16.scaffold_1262462061_c1_1	Soil9.scaffold_697656373_c1_4	3.7070422535211267
Soil16.scaffold_888774517_c1_1	Soil9.scaffold_802848090_c1_1	3.449275362318841
Soil16.scaffold_866298449_c1_1	T0.scaffold_1000633676_c1_60	3.104651162790698
Soil16.scaffold_655563418_c1_1	Soil6.scaffold_99189304_c1_4	3.755868544600939
Soil16.scaffold_184036155_c1_1	Soil16.scaffold_325490796_c1_5	4.595959595959596
Soil16.scaffold_1333220833_c1_1	Soil17.scaffold_980233456_c1_4	4.28421052631579
Soil17.scaffold_1093455813_c1_1	Soil12.scaffold_118449608_c1_7	3.7157894736842105
Soil17.scaffold_1109598720_c1_1	Soil9.scaffold_195545852_c1_2	5.0
Soil17.scaffold_1250845325_c1_1	Soil17.scaffold_980233456_c1_4	4.759656652360515
Soil17.scaffold_659969236_c1_6	T0.scaffold_484394978_c1_11	4.200836820083682
Soil17.scaffold_1198949680_c1_1	Soil11.scaffold_321256384_c1_2	4.5425
Soil17.scaffold_1270573054_c1_1	T0.scaffold_959910020_c1_3	5.258706467661692
Soil17.scaffold_217029401_c1_1	Soil15.scaffold_1222784927_c1_4	4.794117647058823
Soil17.scaffold_278738089_c1_1	Soil17.scaffold_980233456_c1_4	4.503896103896104
Soil17.scaffold_737121244_c1_1	Soil9.scaffold_748882588_c1_3	3.6972318339100347
Soil17.scaffold_396620491_c1_1	T0.scaffold_959910020_c1_3	4.7854671280276815
Soil17.scaffold_1106473304_c1_1	Soil14.scaffold_1010755616_c1_3	3.609375
Soil17.scaffold_1280073043_c1_1	Soil16.scaffold_325490796_c1_5	4.654545454545454
Soil17.scaffold_123582647_c1_1	Soil16.scaffold_325490796_c1_5	4.332103321033211
Soil17.scaffold_252820412_c1_1	Soil9.scaffold_697656373_c1_4	2.790035587188612
Soil17.scaffold_187724859_c1_1	T0.scaffold_484394978_c1_11	3.679549114331723
Soil17.scaffold_438987632_c1_1	Soil17.scaffold_980233456_c1_4	4.432343234323432
Soil17.scaffold_455739086_c1_1	Soil6.scaffold_477923070_c1_3	4.0
Soil17.scaffold_455910944_c1_1	Soil12.scaffold_118449608_c1_7	3.466666666666667
Soil17.scaffold_419939537_c1_1	Soil12.scaffold_118449608_c1_7	4.642857142857143
Soil17.scaffold_795547889_c1_1	T0.scaffold_943316442_c1_4	4.7053941908713695
Soil17.scaffold_534992290_c1_1	Soil6.scaffold_477923070_c1_3	3.1343283582089554
Soil17.scaffold_961647988_c1_2	Soil9.scaffold_593316687_c1_4	4.63103448275862
Soil17.scaffold_20168108_c1_1	Soil16.scaffold_325490796_c1_5	4.813627254509018
Soil17.scaffold_1015776709_c1_1	Soil16.scaffold_325490796_c1_5	5.0
Soil17.scaffold_1015674552_c1_1	Soil14.scaffold_1010755616_c1_3	3.53525641025641
Soil17.scaffold_1018705747_c1_1	Soil14.scaffold_846147074_c1_2	4.436548223350254
Soil17.scaffold_1232653592_c1_1	Soil9.scaffold_195545852_c1_2	4.841584158415841
Soil17.scaffold_645430023_c1_1	Soil9.scaffold_195545852_c1_2	4.60427807486631
Soil17.scaffold_918056383_c1_1	T0.scaffold_1089706414_c1_6	4.647668393782383
Soil17.scaffold_1267254615_c1_1	Soil15.scaffold_1222784927_c1_4	5.1645021645021645
Soil17.scaffold_1346749464_c1_1	Soil17.scaffold_980233456_c1_4	4.4338624338624335
Soil17.scaffold_1293981147_c1_2	Soil14.scaffold_1010755616_c1_3	4.797752808988764
Soil17.scaffold_632630887_c1_1	Soil9.scaffold_748882588_c1_3	3.564732142857143
Soil17.scaffold_376940751_c1_1	Soil14.scaffold_202320580_c1_6	3.4836065573770494
Soil3.scaffold_591635235_c1_1	Soil9.scaffold_699647307_c1_28	4.718446601941747
Soil3.scaffold_109891022_c1_1	Soil3.scaffold_494077168_c1_5	3.0260115606936417
Soil3.scaffold_521266051_c1_1	Soil9.scaffold_699647307_c1_28	4.491666666666666
Soil3.scaffold_542332938_c1_5	Soil17.scaffold_980233456_c1_4	3.9012875536480687
Soil3.scaffold_264893596_c1_1	T0.scaffold_330536372_c1_3	4.625498007968128
Soil3.scaffold_555764940_c1_18	Soil3.scaffold_87487483_c1_63	4.220116618075802
Soil3.scaffold_427447714_c1_1	Soil12.scaffold_973342629_c1_1	4.081632653061225
Soil3.scaffold_600104338_c1_1	T0.scaffold_773728015_c1_3	4.20933014354067
Soil3.scaffold_3933334_c1_1	Soil6.scaffold_483489483_c1_4	3.8932038834951457
Soil3.scaffold_621825543_c1_1	Soil9.scaffold_699647307_c1_28	4.832432432432433
Soil3.scaffold_37683596_c1_1	T0.scaffold_472042985_c1_3	5.248730964467005
Soil3.scaffold_597701354_c1_2	Soil9.scaffold_593316687_c1_4	4.769633507853404
Soil3.scaffold_37868789_c1_1	Soil15.scaffold_443705783_c1_4	3.4085603112840466
Soil3.scaffold_70552193_c1_1	Soil6.scaffold_643455614_c1_27	4.210714285714285
Soil3.scaffold_260949404_c1_1	Soil3.scaffold_356436555_c1_9	3.8551401869158877
Soil3.scaffold_17528450_c1_1	Soil6.scaffold_641093229_c1_17	4.675544794188862
Soil3.scaffold_307003867_c1_1	Soil17.scaffold_980233456_c1_4	4.497652582159624
Soil3.scaffold_572983024_c1_1	T0.scaffold_1000633676_c1_60	5.164251207729468
Soil3.scaffold_191189112_c1_1	T0.scaffold_472042985_c1_3	3.523076923076923
Soil3.scaffold_567830312_c1_1	Soil3.scaffold_494077168_c1_5	2.8925373134328356
Soil3.scaffold_417114242_c1_1	T0.scaffold_959910020_c1_3	4.128865979381444
Soil5.scaffold_520549575_c1_1	Soil11.scaffold_321256384_c1_2	3.5224963715529753
Soil5.scaffold_150596853_c1_8	T0.scaffold_1000633676_c1_60	5.046296296296297
Soil5.scaffold_508794958_c1_1	Soil15.scaffold_1222784927_c1_4	4.2272727272727275
Soil5.scaffold_328596013_c1_1	Soil17.scaffold_980233456_c1_4	4.302564102564102
Soil5.scaffold_434962129_c1_1	T0.scaffold_1103838524_c1_3	4.907317073170732
Soil5.scaffold_61251175_c1_1	T0.scaffold_746064860_c1_4	4.780193236714976
Soil5.scaffold_150804344_c1_1	Soil15.scaffold_1222784927_c1_4	4.951612903225806
Soil5.scaffold_307752344_c1_1	T0.scaffold_619562491_c1_7	4.267605633802817
Soil5.scaffold_445045641_c1_3	Soil14.scaffold_267382097_c1_2	5.194392523364486
Soil5.scaffold_452245103_c1_1	Soil3.scaffold_356436555_c1_9	4.928705440900563
Soil5.scaffold_296314772_c1_3	T0.scaffold_619562491_c1_7	3.5158850226928897
Soil5.scaffold_45025553_c1_1	Soil9.scaffold_748882588_c1_3	3.617590822179732
Soil5.scaffold_167569563_c1_3	T0.scaffold_746064860_c1_4	4.709090909090909
Soil5.scaffold_35928837_c1_1	T0.scaffold_1089706414_c1_6	3.6972972972972973
Soil5.scaffold_382138199_c1_1	T0.scaffold_472042985_c1_3	4.246913580246914
Soil5.scaffold_110015010_c1_1	Soil15.scaffold_1222784927_c1_4	4.967889908256881
Soil5.scaffold_433304703_c1_1	T0.scaffold_773728015_c1_3	4.4535666218035
Soil5.scaffold_202029536_c1_1	T0.scaffold_330536372_c1_3	3.619815668202765
Soil5.scaffold_333662097_c1_1	Soil6.scaffold_572402540_c1_4	3.253358925143954
Soil5.scaffold_441590483_c1_1	T0.scaffold_746064860_c1_4	4.534313725490196
Soil5.scaffold_51191902_c1_3	Soil9.scaffold_748882588_c1_3	3.049928673323823
Soil6.scaffold_196657993_c1_1	Soil11.scaffold_450846843_c1_2	4.04578313253012
Soil6.scaffold_454011937_c1_1	Soil9.scaffold_593316687_c1_4	4.4
Soil6.scaffold_621049995_c1_1	Soil11.scaffold_321256384_c1_2	3.7546628407460547
Soil6.scaffold_463569094_c1_1	Soil6.scaffold_641093229_c1_17	3.952561669829222
Soil6.scaffold_190414240_c1_1	T0.scaffold_806872176_c1_1	5.046808510638298
Soil6.scaffold_382550495_c1_1	T0.scaffold_619562491_c1_7	4.860824742268041
Soil6.scaffold_334396334_c1_1	T0.scaffold_330536372_c1_3	3.489795918367347
Soil6.scaffold_471541669_c1_1	T0.scaffold_472042985_c1_3	4.133333333333334
Soil6.scaffold_561034015_c1_1	Soil9.scaffold_697656373_c1_4	4.467862481315396
Soil6.scaffold_471501548_c1_1	Soil9.scaffold_748882588_c1_3	4.518716577540107
Soil6.scaffold_539355805_c1_1	Soil11.scaffold_555132881_c1_3	3.4192439862542954
Soil6.scaffold_334527177_c1_1	Soil16.scaffold_1330794602_c1_4	4.5227272727272725
Soil6.scaffold_49778934_c1_1	Soil9.scaffold_699647307_c1_28	5.150134048257373
Soil6.scaffold_443433919_c1_1	Soil3.scaffold_494077168_c1_5	4.8313953488372094
Soil6.scaffold_479027994_c1_1	Soil15.scaffold_1222784927_c1_4	4.474164133738602
Soil6.scaffold_496805242_c1_1	T0.scaffold_559415228_c1_29	4.426086956521739
Soil6.scaffold_394785802_c1_3	T0.scaffold_559415228_c1_29	3.989841986455982
Soil6.scaffold_548607265_c1_1	Soil5.scaffold_479429316_c1_3	4.528409090909091
Soil6.scaffold_512377811_c1_1	Soil3.scaffold_494077168_c1_5	3.893048128342246
Soil6.scaffold_615091575_c1_1	T0.scaffold_472042985_c1_3	4.775229357798165
Soil6.scaffold_495858842_c1_3	T0.scaffold_1089706414_c1_6	3.316780821917808
Soil6.scaffold_135881055_c1_1	Soil3.scaffold_544060472_c1_9	4.625806451612903
Soil6.scaffold_151637946_c1_1	Soil17.scaffold_980233456_c1_4	4.866666666666666
Soil6.scaffold_177626559_c1_10	T0.scaffold_1000633676_c1_60	4.525667351129363
Soil6.scaffold_465210995_c1_2	Soil9.scaffold_195545852_c1_2	3.834710743801653
Soil6.scaffold_406593424_c1_1	T0.scaffold_959910020_c1_3	4.25764192139738
Soil6.scaffold_308257973_c1_1	T0.scaffold_806872176_c1_1	5.118343195266272
Soil9.scaffold_90594197_c1_5	Soil6.scaffold_641093229_c1_17	3.9478260869565216
Soil9.scaffold_350156010_c1_1	Soil16.scaffold_832449140_c1_3	4.497237569060774
Soil9.scaffold_404232051_c1_1	Soil16.scaffold_325490796_c1_5	2.4043715846994536
Soil9.scaffold_677211925_c1_1	Soil15.scaffold_1222784927_c1_4	4.9186046511627906
Soil9.scaffold_709298460_c1_6	T0.scaffold_1103838524_c1_3	5.187713310580205
Soil9.scaffold_416220313_c1_1	T0.scaffold_1103838524_c1_3	3.909547738693467
Soil9.scaffold_298993789_c1_1	Soil9.scaffold_748882588_c1_3	4.175746924428823
Soil9.scaffold_543648895_c1_1	Soil14.scaffold_267382097_c1_2	4.310344827586207
Soil9.scaffold_460789836_c1_1	Soil9.scaffold_697656373_c1_4	3.1535269709543567
Soil9.scaffold_288079255_c1_4	Soil11.scaffold_450846843_c1_2	4.183760683760684
Soil9.scaffold_378973030_c1_1	Soil9.scaffold_699647307_c1_28	5.093896713615023
Soil9.scaffold_244340282_c1_1	Soil9.scaffold_699647307_c1_28	5.1891891891891895
Soil9.scaffold_733274658_c1_1	T0.scaffold_959910020_c1_3	4.748898678414097
Soil9.scaffold_373716595_c1_1	Soil17.scaffold_980233456_c1_4	4.784037558685446
Soil9.scaffold_645735360_c1_1	T0.scaffold_619562491_c1_7	4.879746835443038
Soil9.scaffold_247581979_c1_2	Soil17.scaffold_980233456_c1_4	4.493975903614458
Soil9.scaffold_539195609_c1_1	Soil17.scaffold_980233456_c1_4	5.149484536082475
Soil9.scaffold_97448566_c1_1	Soil6.scaffold_477923070_c1_3	2.914141414141414
Soil9.scaffold_65369525_c1_1	T0.scaffold_472042985_c1_3	3.5637393767705383
Soil9.scaffold_566656654_c1_1	T0.scaffold_1000633676_c1_60	3.761252446183953
Soil9.scaffold_719926568_c1_1	Soil17.scaffold_980233456_c1_4	3.9622641509433962
Soil9.scaffold_785335843_c1_1	T0.scaffold_1000633676_c1_60	4.796407185628743
Soil9.scaffold_99420061_c1_1	Soil17.scaffold_980233456_c1_4	4.177914110429448
Soil9.scaffold_714457660_c1_1	Soil11.scaffold_450846843_c1_2	3.505720823798627
Soil9.scaffold_785592119_c1_1	T0.scaffold_959910020_c1_3	4.037634408602151
Soil9.scaffold_313800124_c1_1	Soil16.scaffold_832449140_c1_3	3.4193548387096775
Soil9.scaffold_335764010_c1_1	Soil9.scaffold_697656373_c1_4	3.279279279279279
