query_id,phylum,alignment_score,identity_percent
Soil15.scaffold_16321085_c1_6,gemmatimonadota,4031.4,40.64433508069451
Soil15.scaffold_16321085_c1_6,myxococcota,4155.6,43.97377935147504
Soil15.scaffold_16321085_c1_6,verrucomicrobiota,4035.4,41.230517776661124
Soil15.scaffold_175810641_c1_3,Actinomycetota,4297.4,46.466126989591174
Soil15.scaffold_175810641_c1_3,Bacillota,4866.6,56.85444524005533
Soil15.scaffold_175810641_c1_3,Bacteroidota,4112.2,42.702451327689694
Soil15.scaffold_175810641_c1_3,Pseudomonadota,4282.0,45.01677535052458
Soil15.scaffold_175810641_c1_3,acidobacteriota,3935.2,41.331018731790316
Soil15.scaffold_175810641_c1_3,chloroflexota,4113.4,42.67929754667932
Soil15.scaffold_175810641_c1_3,gemmatimonadota,4042.2,41.63013642795529
Soil15.scaffold_175810641_c1_3,myxococcota,3961.6,41.40760557381208
Soil15.scaffold_175810641_c1_3,verrucomicrobiota,3973.8,40.906225275655984
Soil16.scaffold_1312607544_c1_3,Actinomycetota,4703.6,53.85072279529879
Soil16.scaffold_1312607544_c1_3,Bacillota,4350.2,46.92246669289274
Soil16.scaffold_1312607544_c1_3,Bacteroidota,3969.4,39.908677828457954
Soil16.scaffold_1312607544_c1_3,Pseudomonadota,4196.0,43.12421213620333
Soil16.scaffold_1312607544_c1_3,acidobacteriota,3888.0,40.68485640651646
Soil16.scaffold_1312607544_c1_3,chloroflexota,4058.8,41.99891431284679
Soil16.scaffold_1312607544_c1_3,gemmatimonadota,4022.4,41.26723393227919
Soil16.scaffold_1312607544_c1_3,myxococcota,3923.0,40.98707815859608
Soil16.scaffold_1312607544_c1_3,verrucomicrobiota,3957.4,41.077111896784224
Soil16.scaffold_313969256_c1_10,Actinomycetota,4167.2,42.84433042512861
Soil16.scaffold_313969256_c1_10,Bacillota,4338.2,45.46502023562885
Soil16.scaffold_313969256_c1_10,Bacteroidota,4370.6,46.18612520155871
Soil16.scaffold_313969256_c1_10,Pseudomonadota,5247.4,61.490050976626506
Soil16.scaffold_313969256_c1_10,acidobacteriota,3931.2,40.38454630549978
Soil16.scaffold_313969256_c1_10,chloroflexota,4100.4,41.66574496467996
Soil16.scaffold_313969256_c1_10,gemmatimonadota,4040.8,40.55540153714635
Soil16.scaffold_313969256_c1_10,myxococcota,4193.6,44.52356106504324
Soil16.scaffold_313969256_c1_10,verrucomicrobiota,4064.2,41.49925902606402
Soil16.scaffold_436666653_c1_2,Actinomycetota,5024.4,60.04800845548838
Soil16.scaffold_436666653_c1_2,Bacillota,4131.0,42.71535592258537
Soil16.scaffold_436666653_c1_2,Bacteroidota,3858.8,37.99888393706537
Soil16.scaffold_436666653_c1_2,Pseudomonadota,4070.0,41.40271111326157
Soil16.scaffold_436666653_c1_2,acidobacteriota,3789.2,39.04750444155783
Soil16.scaffold_436666653_c1_2,chloroflexota,3955.2,40.43458465451874
Soil16.scaffold_436666653_c1_2,gemmatimonadota,3897.0,39.266850275952756
Soil16.scaffold_436666653_c1_2,myxococcota,3862.2,40.18584623944622
Soil16.scaffold_436666653_c1_2,verrucomicrobiota,3863.4,39.6406759514055
Soil16.scaffold_804923086_c1_3,Actinomycetota,4202.2,43.087528530871666
Soil16.scaffold_804923086_c1_3,Bacillota,4305.2,44.63671746738362
Soil16.scaffold_804923086_c1_3,Bacteroidota,4326.6,45.5284403829137
Soil16.scaffold_804923086_c1_3,Pseudomonadota,5189.4,60.11586444221
Soil16.scaffold_804923086_c1_3,acidobacteriota,3929.6,40.226038902178935
Soil16.scaffold_804923086_c1_3,chloroflexota,4111.2,41.87759773675131
Soil16.scaffold_804923086_c1_3,gemmatimonadota,4064.0,40.79071113748965
Soil16.scaffold_804923086_c1_3,myxococcota,4175.0,43.90897114849607
Soil16.scaffold_804923086_c1_3,verrucomicrobiota,4101.2,41.911892355258644
Soil17.scaffold_1045002370_c1_23,Actinomycetota,4248.6,45.10343315918608
Soil17.scaffold_1045002370_c1_23,Bacillota,4471.2,48.80971937162624
Soil17.scaffold_1045002370_c1_23,Bacteroidota,4113.0,42.31005775529341
Soil17.scaffold_1045002370_c1_23,Pseudomonadota,4243.8,43.80158372783834
Soil17.scaffold_1045002370_c1_23,acidobacteriota,3918.8,40.83382003687494
Soil17.scaffold_1045002370_c1_23,chloroflexota,4085.6,41.90590579698035
Soil17.scaffold_1045002370_c1_23,gemmatimonadota,4043.2,41.428008819881725
Soil17.scaffold_1045002370_c1_23,myxococcota,3925.8,40.457740643201845
Soil17.scaffold_1045002370_c1_23,verrucomicrobiota,3877.0,39.42086485190623
Soil17.scaffold_1202428475_c1_2,Actinomycetota,4207.8,43.85516419414275
Soil17.scaffold_1202428475_c1_2,Bacillota,4324.2,45.373643097342146
Soil17.scaffold_1202428475_c1_2,Bacteroidota,4397.8,46.847081818568086
Soil17.scaffold_1202428475_c1_2,Pseudomonadota,5284.6,62.598281582630946
Soil17.scaffold_1202428475_c1_2,acidobacteriota,3941.2,40.639505934860104
Soil17.scaffold_1202428475_c1_2,chloroflexota,4129.6,42.16344825377563
Soil17.scaffold_1202428475_c1_2,gemmatimonadota,4036.2,40.62399624426944
Soil17.scaffold_1202428475_c1_2,myxococcota,4201.6,44.68785011625581
Soil17.scaffold_1202428475_c1_2,verrucomicrobiota,4104.2,42.30545362922879
Soil17.scaffold_274056314_c1_61,Actinomycetota,4220.8,44.64720042334799
Soil17.scaffold_274056314_c1_61,Bacillota,4594.8,50.93445142993808
Soil17.scaffold_274056314_c1_61,Bacteroidota,4099.6,41.95909385471866
Soil17.scaffold_274056314_c1_61,Pseudomonadota,4186.0,42.59552329354496
Soil17.scaffold_274056314_c1_61,acidobacteriota,3880.4,40.144288323435646
Soil17.scaffold_274056314_c1_61,chloroflexota,4029.8,41.016053835222536
Soil17.scaffold_274056314_c1_61,gemmatimonadota,4021.8,41.0668542062438
Soil17.scaffold_274056314_c1_61,myxococcota,3890.0,39.86944327999708
Soil17.scaffold_274056314_c1_61,verrucomicrobiota,3920.4,39.72851710200565
Soil17.scaffold_332687915_c1_2,Actinomycetota,4229.4,44.33938799139774
Soil17.scaffold_332687915_c1_2,Bacillota,4295.8,44.387484034700876
Soil17.scaffold_332687915_c1_2,Bacteroidota,4340.2,45.41243749135383
Soil17.scaffold_332687915_c1_2,Pseudomonadota,5205.4,60.639629748061
Soil17.scaffold_332687915_c1_2,acidobacteriota,3896.2,39.74770019896259
Soil17.scaffold_332687915_c1_2,chloroflexota,4067.6,41.04582423469786
Soil17.scaffold_332687915_c1_2,gemmatimonadota,4022.4,40.41612379267651
Soil17.scaffold_332687915_c1_2,myxococcota,4138.4,43.45065077809751
Soil17.scaffold_332687915_c1_2,verrucomicrobiota,4035.2,40.98439647659014
Soil17.scaffold_918557319_c1_2,Actinomycetota,4357.2,47.69572902860645
Soil17.scaffold_918557319_c1_2,Bacillota,4818.4,55.55301027663334
Soil17.scaffold_918557319_c1_2,Bacteroidota,4124.6,42.99445920798994
Soil17.scaffold_918557319_c1_2,Pseudomonadota,4374.0,46.371665915247874
Soil17.scaffold_918557319_c1_2,acidobacteriota,3972.8,42.373259212971796
Soil17.scaffold_918557319_c1_2,chloroflexota,4155.8,43.733317037373595
Soil17.scaffold_918557319_c1_2,gemmatimonadota,4053.0,42.09302895112877
Soil17.scaffold_918557319_c1_2,myxococcota,3998.8,42.278032652624674
Soil17.scaffold_918557319_c1_2,verrucomicrobiota,4038.2,42.31402729863746
Soil3.scaffold_285743490_c1_2,Actinomycetota,4218.8,44.11208397973968
Soil3.scaffold_285743490_c1_2,Bacillota,4260.6,44.34000538207891
Soil3.scaffold_285743490_c1_2,Bacteroidota,4314.4,45.82274442252459
Soil3.scaffold_285743490_c1_2,Pseudomonadota,5173.6,61.17844843078488
Soil3.scaffold_285743490_c1_2,acidobacteriota,3908.0,40.65194628147011
Soil3.scaffold_285743490_c1_2,chloroflexota,4068.6,41.86449094839948
Soil3.scaffold_285743490_c1_2,gemmatimonadota,4037.6,41.20991256073951
Soil3.scaffold_285743490_c1_2,myxococcota,4149.2,44.2964472792848
Soil3.scaffold_285743490_c1_2,verrucomicrobiota,4038.4,41.61019763053029
Soil3.scaffold_333288240_c1_8,Actinomycetota,4943.8,57.1391712896566
Soil3.scaffold_333288240_c1_8,Bacillota,4365.4,45.72647077233297
Soil3.scaffold_333288240_c1_8,Bacteroidota,4017.8,39.91008026069612
Soil3.scaffold_333288240_c1_8,Pseudomonadota,4271.8,43.443668266035026
Soil3.scaffold_333288240_c1_8,acidobacteriota,3911.8,39.79750999552983
Soil3.scaffold_333288240_c1_8,chloroflexota,4108.8,41.37427191865587
Soil3.scaffold_333288240_c1_8,gemmatimonadota,4045.6,40.51395562064626
Soil3.scaffold_333288240_c1_8,myxococcota,3975.6,40.65445121896467
Soil3.scaffold_333288240_c1_8,verrucomicrobiota,3949.6,39.582675882322306
Soil3.scaffold_408070428_c1_2,Actinomycetota,4205.6,43.23121884208981
Soil3.scaffold_408070428_c1_2,Bacillota,4337.0,44.83380134239631
Soil3.scaffold_408070428_c1_2,Bacteroidota,4341.4,45.284219118059035
Soil3.scaffold_408070428_c1_2,Pseudomonadota,5219.0,60.115955985176754
Soil3.scaffold_408070428_c1_2,acidobacteriota,3926.2,39.93271916905721
Soil3.scaffold_408070428_c1_2,chloroflexota,4125.6,41.79371156511557
Soil3.scaffold_408070428_c1_2,gemmatimonadota,4032.8,40.061342355908906
Soil3.scaffold_408070428_c1_2,myxococcota,4178.6,43.718205767519166
Soil3.scaffold_408070428_c1_2,verrucomicrobiota,4076.8,41.15712698306415
Soil3.scaffold_414071996_c1_8,Actinomycetota,4805.8,55.3284999551561
Soil3.scaffold_414071996_c1_8,Bacillota,4407.0,47.61289075394877
Soil3.scaffold_414071996_c1_8,Bacteroidota,4068.2,41.48325428413908
Soil3.scaffold_414071996_c1_8,Pseudomonadota,4318.4,45.49893768822863
Soil3.scaffold_414071996_c1_8,acidobacteriota,3941.6,41.26287891319088
Soil3.scaffold_414071996_c1_8,chloroflexota,4129.8,43.01263251681405
Soil3.scaffold_414071996_c1_8,gemmatimonadota,4090.8,42.16429180961709
Soil3.scaffold_414071996_c1_8,myxococcota,4013.0,42.4003853631603
Soil3.scaffold_414071996_c1_8,verrucomicrobiota,4024.8,42.01479888025425
Soil3.scaffold_530221301_c1_2,Actinomycetota,4703.6,54.83546926139155
Soil3.scaffold_530221301_c1_2,Bacillota,4307.2,47.010434102321874
Soil3.scaffold_530221301_c1_2,Bacteroidota,3971.2,40.74891750432482
Soil3.scaffold_530221301_c1_2,Pseudomonadota,4166.8,43.47116799591051
Soil3.scaffold_530221301_c1_2,acidobacteriota,3883.0,41.506356759072006
Soil3.scaffold_530221301_c1_2,chloroflexota,4049.4,42.44242003682473
Soil3.scaffold_530221301_c1_2,gemmatimonadota,4012.4,41.78604852410153
Soil3.scaffold_530221301_c1_2,myxococcota,3940.8,42.12119515034935
Soil3.scaffold_530221301_c1_2,verrucomicrobiota,3996.4,42.490036254033
Soil5.scaffold_120605214_c1_7,Actinomycetota,4261.8,45.21533182769478
Soil5.scaffold_120605214_c1_7,Bacillota,4463.8,48.19343276397884
Soil5.scaffold_120605214_c1_7,Bacteroidota,4106.0,42.02227555135716
Soil5.scaffold_120605214_c1_7,Pseudomonadota,4254.2,43.64625807898476
Soil5.scaffold_120605214_c1_7,acidobacteriota,3918.0,40.56806711770454
Soil5.scaffold_120605214_c1_7,chloroflexota,4107.6,42.0171954173925
Soil5.scaffold_120605214_c1_7,gemmatimonadota,4053.2,41.075111118691055
Soil5.scaffold_120605214_c1_7,myxococcota,3918.8,39.9435740502713
Soil5.scaffold_120605214_c1_7,verrucomicrobiota,3899.2,39.499743793254055
Soil5.scaffold_13272894_c1_8,Actinomycetota,4717.8,53.452559361332646
Soil5.scaffold_13272894_c1_8,Bacillota,4356.2,46.59402180903643
Soil5.scaffold_13272894_c1_8,Bacteroidota,3973.4,39.66184653933917
Soil5.scaffold_13272894_c1_8,Pseudomonadota,4198.2,42.94567515221502
Soil5.scaffold_13272894_c1_8,acidobacteriota,3928.6,41.192104104561764
Soil5.scaffold_13272894_c1_8,chloroflexota,4107.0,42.5774711163133
Soil5.scaffold_13272894_c1_8,gemmatimonadota,4036.6,41.26543106640033
Soil5.scaffold_13272894_c1_8,myxococcota,3954.8,41.391362518711716
Soil5.scaffold_13272894_c1_8,verrucomicrobiota,3982.2,41.16606291170085
Soil5.scaffold_133269568_c1_66,Actinomycetota,3965.0,41.3981079121974
Soil5.scaffold_133269568_c1_66,Bacillota,4000.2,41.38689621024109
Soil5.scaffold_133269568_c1_66,Bacteroidota,4106.2,42.91412375695611
Soil5.scaffold_133269568_c1_66,Pseudomonadota,4006.4,40.630009402669444
Soil5.scaffold_133269568_c1_66,acidobacteriota,4195.6,46.45409805313342
Soil5.scaffold_133269568_c1_66,chloroflexota,4323.4,47.65509778316882
Soil5.scaffold_133269568_c1_66,gemmatimonadota,4245.2,45.47095334542829
Soil5.scaffold_133269568_c1_66,myxococcota,4105.8,44.537687096704545
Soil5.scaffold_133269568_c1_66,verrucomicrobiota,4198.6,45.59620529534773
Soil5.scaffold_183283646_c1_24,Actinomycetota,4724.2,54.053316457684176
Soil5.scaffold_183283646_c1_24,Bacillota,4313.8,46.208909934653576
Soil5.scaffold_183283646_c1_24,Bacteroidota,3968.4,39.991293123841345
Soil5.scaffold_183283646_c1_24,Pseudomonadota,4192.8,43.27448635057849
Soil5.scaffold_183283646_c1_24,acidobacteriota,3871.0,40.32489156676648
Soil5.scaffold_183283646_c1_24,chloroflexota,4036.8,41.574912772305595
Soil5.scaffold_183283646_c1_24,gemmatimonadota,4006.6,40.86117362571618
Soil5.scaffold_183283646_c1_24,myxococcota,3929.0,41.05722561325779
Soil5.scaffold_183283646_c1_24,verrucomicrobiota,3975.6,41.27794179454218
Soil5.scaffold_215117222_c1_59,Actinomycetota,4211.8,43.03191065559594
Soil5.scaffold_215117222_c1_59,Bacillota,4275.6,43.63736775112917
Soil5.scaffold_215117222_c1_59,Bacteroidota,4336.4,45.05083143151258
Soil5.scaffold_215117222_c1_59,Pseudomonadota,5176.4,59.26046682676939
Soil5.scaffold_215117222_c1_59,acidobacteriota,3933.6,39.95423396718869
Soil5.scaffold_215117222_c1_59,chloroflexota,4123.6,41.62558979399703
Soil5.scaffold_215117222_c1_59,gemmatimonadota,4047.2,40.321353115130634
Soil5.scaffold_215117222_c1_59,myxococcota,4185.0,43.897730225371006
Soil5.scaffold_215117222_c1_59,verrucomicrobiota,4095.4,41.53595201040554
Soil5.scaffold_249001418_c1_2,Actinomycetota,4911.0,57.08811155824752
Soil5.scaffold_249001418_c1_2,Bacillota,4226.8,44.24500406293732
Soil5.scaffold_249001418_c1_2,Bacteroidota,3901.4,38.54133344339438
Soil5.scaffold_249001418_c1_2,Pseudomonadota,4178.4,42.49555100562859
Soil5.scaffold_249001418_c1_2,acidobacteriota,3764.8,37.88091330644647
Soil5.scaffold_249001418_c1_2,chloroflexota,3992.8,40.39135190491557
Soil5.scaffold_249001418_c1_2,gemmatimonadota,3914.6,39.122246488079035
Soil5.scaffold_249001418_c1_2,myxococcota,3890.6,39.75082165029085
Soil5.scaffold_249001418_c1_2,verrucomicrobiota,3851.4,39.11030503137992
Soil5.scaffold_384418492_c1_161,Actinomycetota,4370.4,47.22516769544062
Soil5.scaffold_384418492_c1_161,Bacillota,4970.4,58.2347945263062
Soil5.scaffold_384418492_c1_161,Bacteroidota,4175.0,43.646821325667965
Soil5.scaffold_384418492_c1_161,Pseudomonadota,4393.8,46.28650186953769
Soil5.scaffold_384418492_c1_161,acidobacteriota,3994.8,42.45942483583875
Soil5.scaffold_384418492_c1_161,chloroflexota,4163.0,43.69638591860785
Soil5.scaffold_384418492_c1_161,gemmatimonadota,4120.6,42.88517128154989
Soil5.scaffold_384418492_c1_161,myxococcota,3992.2,41.84636775347907
Soil5.scaffold_384418492_c1_161,verrucomicrobiota,4075.8,42.839921845083424
Soil5.scaffold_395480119_c1_5,Actinomycetota,5297.2,66.2441317469813
Soil5.scaffold_395480119_c1_5,Bacillota,4269.4,45.686114599741416
Soil5.scaffold_395480119_c1_5,Bacteroidota,3970.2,40.3531532665117
Soil5.scaffold_395480119_c1_5,Pseudomonadota,4168.6,43.32395601228607
Soil5.scaffold_395480119_c1_5,acidobacteriota,3842.8,40.24086233741553
Soil5.scaffold_395480119_c1_5,chloroflexota,4017.8,41.66022861759854
Soil5.scaffold_395480119_c1_5,gemmatimonadota,3984.8,41.11065246550507
Soil5.scaffold_395480119_c1_5,myxococcota,3925.2,41.44295263053901
Soil5.scaffold_395480119_c1_5,verrucomicrobiota,3942.8,41.103328133279845
Soil5.scaffold_416434691_c1_48,Actinomycetota,4221.6,44.25216864460718
Soil5.scaffold_416434691_c1_48,Bacillota,4285.0,44.48986752615279
Soil5.scaffold_416434691_c1_48,Bacteroidota,4354.6,46.31254256484779
Soil5.scaffold_416434691_c1_48,Pseudomonadota,5219.8,61.94919635334706
Soil5.scaffold_416434691_c1_48,acidobacteriota,3917.8,40.39351008156682
Soil5.scaffold_416434691_c1_48,chloroflexota,4098.6,41.81273865978694
Soil5.scaffold_416434691_c1_48,gemmatimonadota,4023.8,40.53900493169939
Soil5.scaffold_416434691_c1_48,myxococcota,4161.6,44.18196076927857
Soil5.scaffold_416434691_c1_48,verrucomicrobiota,4027.4,41.02829690811857
Soil5.scaffold_434220697_c1_2,Actinomycetota,4354.8,46.78686448114975
Soil5.scaffold_434220697_c1_2,Bacillota,4515.8,49.01568824728446
Soil5.scaffold_434220697_c1_2,Bacteroidota,4102.4,41.88304576426332
Soil5.scaffold_434220697_c1_2,Pseudomonadota,4277.0,44.1080127094417
Soil5.scaffold_434220697_c1_2,acidobacteriota,3971.8,41.3512855530937
Soil5.scaffold_434220697_c1_2,chloroflexota,4136.6,42.44566695475151
Soil5.scaffold_434220697_c1_2,gemmatimonadota,4096.0,42.05268880876647
Soil5.scaffold_434220697_c1_2,myxococcota,3978.0,41.03946070444204
Soil5.scaffold_434220697_c1_2,verrucomicrobiota,3946.2,40.39571063236665
Soil5.scaffold_489407153_c1_201,Actinomycetota,4283.0,45.59752444469724
Soil5.scaffold_489407153_c1_201,Bacillota,4467.0,48.249762190691925
Soil5.scaffold_489407153_c1_201,Bacteroidota,4105.8,42.24784576853223
Soil5.scaffold_489407153_c1_201,Pseudomonadota,4251.4,44.00289247172227
Soil5.scaffold_489407153_c1_201,acidobacteriota,3930.4,40.7646972477708
Soil5.scaffold_489407153_c1_201,chloroflexota,4110.8,42.51276214650249
Soil5.scaffold_489407153_c1_201,gemmatimonadota,4049.4,41.18888968190949
Soil5.scaffold_489407153_c1_201,myxococcota,3917.6,40.271017545533326
Soil5.scaffold_489407153_c1_201,verrucomicrobiota,3948.0,40.406705346350826
Soil5.scaffold_544698016_c1_2,Actinomycetota,4755.6,54.89793111949232
Soil5.scaffold_544698016_c1_2,Bacillota,4376.2,47.416494236634605
Soil5.scaffold_544698016_c1_2,Bacteroidota,4060.4,41.444690671441585
Soil5.scaffold_544698016_c1_2,Pseudomonadota,4283.2,44.789181258298846
Soil5.scaffold_544698016_c1_2,acidobacteriota,3931.8,41.51260997932481
Soil5.scaffold_544698016_c1_2,chloroflexota,4089.2,42.44923286073928
Soil5.scaffold_544698016_c1_2,gemmatimonadota,4065.4,41.882204848183044
