orfid1	orfid2	rmsd	num_aligned_atoms	num_cycles	rmsd_prerefine	num_aligned_atoms_prerefine	raw_alignment_score	num_aligned_residues
1Q16	Soil5.scaffold_384418492_c1_161	0.4664551019668579	6596	5	1.8441826105117798	8528	3670.0	1207
1Q16	Soil5.scaffold_395480119_c1_5	0.4815601408481598	6439	5	2.4533286094665527	8191	3225.5	1198
1Q16	Soil5.scaffold_416434691_c1_48	0.2880029082298279	7003	5	1.0215338468551636	9041	4825.5	1231
1Q16	Soil5.scaffold_434220697_c1_2	0.4665614068508148	6325	5	1.9387916326522827	8467	3359.0	1210
1Q16	Soil5.scaffold_489407153_c1_201	0.5145743489265442	6486	5	1.9197940826416016	8449	3372.5	1210
1Q16	Soil5.scaffold_544698016_c1_2	0.48835060000419617	6591	5	2.5058908462524414	8399	3436.0	1207
1Q16	Soil5.scaffold_549495455_c1_6	0.5087960958480835	6462	5	1.758100986480713	8430	3444.5	1205
1Q16	Soil5.scaffold_559257041_c1_1	0.506260097026825	6578	5	1.9381366968154907	8365	3408.0	1203
1Q16	Soil5.scaffold_82918708_c1_12	0.4636366367340088	6662	5	1.9058574438095093	8547	3712.0	1206
1Q16	Soil5.scaffold_87619515_c1_114	0.4803689420223236	6634	5	1.704930305480957	8534	3580.5	1209
1Q16	Soil6.scaffold_312871021_c1_4	0.30832669138908386	6858	5	1.0821175575256348	8899	4667.5	1221
1Q16	Soil6.scaffold_460055642_c1_2	0.3267665505409241	7000	5	1.1672993898391724	9015	4718.0	1232
1Q16	Soil6.scaffold_86801766_c1_2	0.5023057460784912	6533	5	1.9029085636138916	8268	3333.0	1198
1Q16	Soil6.scaffold_95998780_c1_2	0.512245237827301	6551	5	1.9757508039474487	8222	3341.0	1188
1Q16	Soil9.scaffold_175774837_c1_4	0.5155490040779114	6417	5	1.777873158454895	7994	3248.0	1157
1Q16	Soil9.scaffold_209032411_c1_3	0.4997958540916443	6449	5	1.4807037115097046	8241	3401.0	1187
1Q16	Soil9.scaffold_711597457_c1_4	0.5699116587638855	6193	5	3.116464614868164	8078	2925.0	1175
1Q16	Soil9.scaffold_766455321_c1_2	0.5158572793006897	6687	5	1.60793936252594	8339	3364.5	1201
1Q16	Soil9.scaffold_816779774_c1_14	0.46746736764907837	6446	5	1.767318606376648	8417	3418.5	1206
1Q16	Soil9.scaffold_98038919_c1_19	0.5064340233802795	6559	5	1.5479201078414917	8266	3405.0	1196
1Q16	T0.scaffold_172278247_c1_4	0.3087267577648163	6986	5	1.580374002456665	9054	4720.0	1237
1Q16	T0.scaffold_273218771_c1_2	0.5083037614822388	6559	5	1.7392605543136597	8236	3336.0	1191
1Q16	T0.scaffold_786865677_c1_2	0.31374743580818176	7016	5	0.9670554995536804	9020	4749.5	1230
1Q16	T0.scaffold_961428012_c1_71	0.5796247720718384	6264	5	1.8506255149841309	8033	2962.0	1167
Soil11.scaffold_211583530_c1_6	Soil11.scaffold_431547323_c1_2	0.5739504098892212	10570	5	3.0962135791778564	14570	3009.5	1158
Soil11.scaffold_211583530_c1_6	Soil11.scaffold_587233302_c1_1	0.24792884290218353	11568	5	1.4516818523406982	16823	4619.5	1224
Soil11.scaffold_211583530_c1_6	Soil11.scaffold_65427810_c1_20	0.43307337164878845	10801	5	2.159275770187378	15190	3384.0	1186
Soil11.scaffold_211583530_c1_6	Soil12.scaffold_266712765_c1_2	0.2211381047964096	11692	5	1.6753795146942139	16987	4824.0	1233
Soil11.scaffold_211583530_c1_6	Soil14.scaffold_280216268_c1_12	0.232484832406044	11616	5	1.4681025743484497	16812	4607.5	1229
Soil11.scaffold_211583530_c1_6	Soil14.scaffold_465502786_c1_2	0.47730717062950134	10561	5	2.422192096710205	14762	3284.0	1178
Soil11.scaffold_211583530_c1_6	Soil14.scaffold_576820813_c1_40	0.3657214939594269	11432	5	1.9293553829193115	16380	4089.0	1228
Soil11.scaffold_211583530_c1_6	Soil14.scaffold_596019752_c1_119	0.40279191732406616	10628	5	2.2342066764831543	15280	3233.0	1209
Soil11.scaffold_211583530_c1_6	Soil15.scaffold_116822102_c1_19	0.4685242474079132	10711	5	1.9629381895065308	15056	3334.5	1193
Soil11.scaffold_211583530_c1_6	Soil15.scaffold_1255266399_c1_142	0.38994693756103516	10515	5	2.353158473968506	15190	3260.0	1188
Soil11.scaffold_211583530_c1_6	Soil15.scaffold_16321085_c1_6	0.20977626740932465	11744	5	1.5629695653915405	16974	4760.5	1236
Soil11.scaffold_211583530_c1_6	Soil15.scaffold_175810641_c1_3	0.4402720630168915	10838	5	2.0770342350006104	15371	3351.5	1195
Soil11.scaffold_211583530_c1_6	Soil16.scaffold_1312607544_c1_3	0.42939022183418274	10649	5	1.8921654224395752	14980	3360.5	1177
Soil11.scaffold_211583530_c1_6	Soil16.scaffold_313969256_c1_10	0.20900894701480865	11926	5	1.516954779624939	17295	4915.5	1239
Soil11.scaffold_211583530_c1_6	Soil16.scaffold_436666653_c1_2	0.479819655418396	10363	5	2.098881244659424	14642	3164.0	1173
Soil11.scaffold_211583530_c1_6	Soil16.scaffold_804923086_c1_3	0.14062656462192535	12310	5	1.054503321647644	18272	5812.5	1250
Soil11.scaffold_211583530_c1_6	Soil17.scaffold_1045002370_c1_23	0.4113801419734955	10631	5	2.404890537261963	15076	3251.5	1187
Soil11.scaffold_211583530_c1_6	Soil17.scaffold_1202428475_c1_2	0.22327405214309692	11820	5	1.5289446115493774	17157	4826.5	1238
Soil11.scaffold_211583530_c1_6	Soil17.scaffold_274056314_c1_61	0.4821585714817047	10839	5	2.4196114540100098	15344	3244.0	1203
Soil11.scaffold_211583530_c1_6	Soil17.scaffold_332687915_c1_2	0.2582957148551941	12133	5	1.9917892217636108	17085	4846.0	1239
Soil11.scaffold_211583530_c1_6	Soil17.scaffold_918557319_c1_2	0.3862598240375519	11146	5	2.0665454864501953	15616	3509.5	1206
Soil11.scaffold_211583530_c1_6	Soil3.scaffold_285743490_c1_2	0.20569132268428802	11707	5	1.451904058456421	16981	4771.0	1226
Soil11.scaffold_211583530_c1_6	Soil3.scaffold_333288240_c1_8	0.4510025084018707	10631	5	3.062065362930298	14964	3373.0	1182
Soil11.scaffold_211583530_c1_6	Soil3.scaffold_408070428_c1_2	0.15170183777809143	12126	5	1.0484102964401245	18006	5538.0	1250
Soil11.scaffold_211583530_c1_6	Soil3.scaffold_414071996_c1_8	0.41183391213417053	10777	5	1.9794657230377197	15396	3500.5	1200
Soil11.scaffold_211583530_c1_6	Soil3.scaffold_530221301_c1_2	0.43212077021598816	10749	5	3.5392045974731445	15008	3403.0	1169
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_120605214_c1_7	0.4239901900291443	10733	5	2.7141075134277344	15247	3283.5	1199
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_13272894_c1_8	0.41219672560691833	10598	5	2.176605463027954	15071	3394.0	1186
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_133269568_c1_66	0.5487282872200012	10526	5	2.874974012374878	14613	3030.0	1158
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_183283646_c1_24	0.44239044189453125	10693	5	1.7430263757705688	14969	3334.0	1181
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_215117222_c1_59	0.16257287561893463	12631	5	1.1220123767852783	18209	5761.5	1256
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_249001418_c1_2	0.4585561752319336	10632	5	3.9255900382995605	14844	3263.5	1190
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_384418492_c1_161	0.40552330017089844	11087	5	1.885947823524475	15740	3609.5	1209
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_395480119_c1_5	0.43519484996795654	10540	5	2.2374868392944336	14763	3335.0	1173
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_416434691_c1_48	0.19588962197303772	11863	5	1.7134146690368652	17233	4833.0	1240
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_434220697_c1_2	0.41475990414619446	10616	5	2.0509045124053955	15242	3306.0	1199
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_489407153_c1_201	0.4569667875766754	10712	5	2.0747711658477783	15271	3249.5	1199
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_544698016_c1_2	0.4229174256324768	10759	5	1.8549346923828125	15236	3448.0	1193
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_549495455_c1_6	0.49125057458877563	10986	5	1.8039485216140747	15470	3405.5	1208
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_559257041_c1_1	0.4231082797050476	10651	5	1.8417036533355713	15128	3412.0	1183
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_82918708_c1_12	0.41663146018981934	11239	5	1.9369866847991943	15752	3642.5	1203
Soil11.scaffold_211583530_c1_6	Soil5.scaffold_87619515_c1_114	0.4374016225337982	11143	5	1.8580646514892578	15710	3534.0	1209
Soil11.scaffold_211583530_c1_6	Soil6.scaffold_312871021_c1_4	0.2519363462924957	11971	5	2.480955123901367	16910	4623.5	1227
Soil11.scaffold_211583530_c1_6	Soil6.scaffold_460055642_c1_2	0.14868475496768951	12126	5	1.0698784589767456	18034	5555.5	1247
Soil11.scaffold_211583530_c1_6	Soil6.scaffold_86801766_c1_2	0.4197857975959778	10646	5	1.8349342346191406	14994	3409.0	1179
Soil11.scaffold_211583530_c1_6	Soil6.scaffold_95998780_c1_2	0.433173269033432	10541	5	2.1495509147644043	14788	3345.0	1165
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_175774837_c1_4	0.4375225901603699	10421	5	1.7933878898620605	14592	3302.5	1150
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_209032411_c1_3	0.4493292272090912	10716	5	3.2780258655548096	15026	3424.5	1178
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_711597457_c1_4	0.5785551071166992	10550	5	2.83683180809021	14523	3011.0	1158
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_766455321_c1_2	0.42232608795166016	10717	5	1.8259313106536865	15082	3390.0	1185
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_816779774_c1_14	0.4330386817455292	10885	5	2.5333988666534424	15435	3355.5	1207
Soil11.scaffold_211583530_c1_6	Soil9.scaffold_98038919_c1_19	0.42389610409736633	10613	5	1.8608628511428833	14911	3405.0	1170
Soil11.scaffold_211583530_c1_6	T0.scaffold_172278247_c1_4	0.21717731654644012	11893	5	1.4746036529541016	17281	4892.5	1239
Soil11.scaffold_211583530_c1_6	T0.scaffold_273218771_c1_2	0.4421934485435486	10700	5	3.022385597229004	14894	3397.0	1177
Soil11.scaffold_211583530_c1_6	T0.scaffold_786865677_c1_2	0.20104585587978363	11798	5	1.2623472213745117	17197	4841.5	1236
Soil11.scaffold_211583530_c1_6	T0.scaffold_961428012_c1_71	0.5859429836273193	10699	5	2.6539180278778076	14675	3041.0	1165
Soil11.scaffold_431547323_c1_2	Soil11.scaffold_587233302_c1_1	0.5736171007156372	10513	5	2.5658228397369385	14567	2988.0	1154
Soil11.scaffold_431547323_c1_2	Soil11.scaffold_65427810_c1_20	0.5618877410888672	10694	5	3.162731170654297	14881	3090.5	1161
Soil11.scaffold_431547323_c1_2	Soil12.scaffold_266712765_c1_2	0.5371105074882507	10357	5	2.290530204772949	14592	3034.0	1162
Soil11.scaffold_431547323_c1_2	Soil14.scaffold_280216268_c1_12	0.5638019442558289	10425	5	2.7927629947662354	14474	2979.0	1150
Soil11.scaffold_431547323_c1_2	Soil14.scaffold_465502786_c1_2	0.5579858422279358	10370	5	2.896916627883911	14365	2952.5	1138
Soil11.scaffold_431547323_c1_2	Soil14.scaffold_576820813_c1_40	0.564001739025116	10530	5	2.305137872695923	14613	2973.0	1162
Soil11.scaffold_431547323_c1_2	Soil14.scaffold_596019752_c1_119	0.5402004718780518	10630	5	2.7968506813049316	14694	3000.5	1166
Soil11.scaffold_431547323_c1_2	Soil15.scaffold_116822102_c1_19	0.5314440131187439	10214	5	2.7626237869262695	14266	2862.5	1139
Soil11.scaffold_431547323_c1_2	Soil15.scaffold_1255266399_c1_142	0.5280296206474304	10604	5	2.7604002952575684	14776	3009.0	1167
Soil11.scaffold_431547323_c1_2	Soil15.scaffold_16321085_c1_6	0.556793749332428	10268	5	4.721195697784424	14373	3003.0	1145
Soil11.scaffold_431547323_c1_2	Soil15.scaffold_175810641_c1_3	0.5788217782974243	10852	5	2.12697696685791	14738	3022.0	1167
Soil11.scaffold_431547323_c1_2	Soil16.scaffold_1312607544_c1_3	0.5962281227111816	10557	5	2.669497489929199	14514	3039.0	1141
Soil11.scaffold_431547323_c1_2	Soil16.scaffold_313969256_c1_10	0.5658098459243774	10481	5	3.0875775814056396	14697	3120.0	1142
Soil11.scaffold_431547323_c1_2	Soil16.scaffold_436666653_c1_2	0.569913923740387	10184	5	4.143571853637695	14074	2828.0	1133
Soil11.scaffold_431547323_c1_2	Soil16.scaffold_804923086_c1_3	0.5830520987510681	10752	5	2.443347692489624	14746	3013.0	1168
Soil11.scaffold_431547323_c1_2	Soil17.scaffold_1045002370_c1_23	0.5636414885520935	10693	5	3.3665966987609863	14742	3050.5	1158
Soil11.scaffold_431547323_c1_2	Soil17.scaffold_1202428475_c1_2	0.5607839822769165	10433	5	2.8038744926452637	14697	3109.5	1158
Soil11.scaffold_431547323_c1_2	Soil17.scaffold_274056314_c1_61	0.5639558434486389	10771	5	2.1251392364501953	14781	3065.0	1166
Soil11.scaffold_431547323_c1_2	Soil17.scaffold_332687915_c1_2	0.5387029051780701	10273	5	2.284421920776367	14593	3034.5	1162
Soil11.scaffold_431547323_c1_2	Soil17.scaffold_918557319_c1_2	0.5376461148262024	10643	5	3.4630720615386963	14839	3111.5	1160
Soil11.scaffold_431547323_c1_2	Soil3.scaffold_285743490_c1_2	0.5468605756759644	10498	5	3.6426918506622314	14585	3060.5	1156
Soil11.scaffold_431547323_c1_2	Soil3.scaffold_333288240_c1_8	0.5220792889595032	10227	5	3.559522867202759	14218	2896.5	1140
Soil11.scaffold_431547323_c1_2	Soil3.scaffold_408070428_c1_2	0.5626795291900635	10397	5	5.019093036651611	14449	2997.5	1139
Soil11.scaffold_431547323_c1_2	Soil3.scaffold_414071996_c1_8	0.5610823035240173	10583	5	2.503488063812256	14614	3101.5	1144
Soil11.scaffold_431547323_c1_2	Soil3.scaffold_530221301_c1_2	0.5909873247146606	10705	5	4.1468000411987305	14622	3066.5	1139
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_120605214_c1_7	0.5390601754188538	10737	5	2.908698797225952	14721	3016.5	1169
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_13272894_c1_8	0.6049783229827881	10827	5	2.8026440143585205	14634	3057.5	1154
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_133269568_c1_66	0.1931575983762741	12682	5	2.003093957901001	17844	5636.0	1194
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_183283646_c1_24	0.5969725251197815	10626	5	2.8677637577056885	14552	3037.5	1146
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_215117222_c1_59	0.5622472763061523	10489	5	3.1617369651794434	14575	2990.0	1157
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_249001418_c1_2	0.5420609712600708	10308	5	2.4764950275421143	14103	2751.0	1146
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_384418492_c1_161	0.554315447807312	10697	5	2.159137725830078	14824	3095.0	1166
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_395480119_c1_5	0.5276250839233398	10419	5	2.2205517292022705	14392	2975.5	1149
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_416434691_c1_48	0.58022141456604	10696	5	3.4494361877441406	14777	3134.5	1168
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_434220697_c1_2	0.5838587880134583	10854	5	2.3675119876861572	14913	3130.5	1172
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_489407153_c1_201	0.5300253629684448	10243	5	3.0708160400390625	14511	2871.0	1157
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_544698016_c1_2	0.5393804907798767	10476	5	2.5397069454193115	14469	3087.0	1141
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_549495455_c1_6	0.5456491708755493	10411	5	2.5729072093963623	14529	2940.0	1159
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_559257041_c1_1	0.55682373046875	10611	5	3.659132719039917	14546	3073.5	1139
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_82918708_c1_12	0.5325765013694763	10779	5	2.2699649333953857	14922	3166.0	1164
Soil11.scaffold_431547323_c1_2	Soil5.scaffold_87619515_c1_114	0.5384044051170349	10697	5	2.46657657623291	14711	3087.5	1158
Soil11.scaffold_431547323_c1_2	Soil6.scaffold_312871021_c1_4	0.5352779626846313	10319	5	2.5126798152923584	14575	2997.0	1154
Soil11.scaffold_431547323_c1_2	Soil6.scaffold_460055642_c1_2	0.5749804377555847	10547	5	2.975292921066284	14717	3039.5	1165
Soil11.scaffold_431547323_c1_2	Soil6.scaffold_86801766_c1_2	0.5828763842582703	10621	5	2.6498899459838867	14524	3062.5	1142
Soil11.scaffold_431547323_c1_2	Soil6.scaffold_95998780_c1_2	0.5986342430114746	10688	5	2.8628478050231934	14647	3030.5	1158
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_175774837_c1_4	0.5891731977462769	10404	5	2.6197423934936523	14251	2985.0	1130
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_209032411_c1_3	0.5457620024681091	10604	5	4.813999176025391	14524	3100.5	1136
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_711597457_c1_4	0.244413360953331	12719	5	1.8768949508666992	17597	5427.5	1200
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_766455321_c1_2	0.6062103509902954	10759	5	3.359389305114746	14504	3048.5	1144
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_816779774_c1_14	0.5650405883789062	10804	5	2.3541548252105713	14748	3025.0	1166
Soil11.scaffold_431547323_c1_2	Soil9.scaffold_98038919_c1_19	0.6044855117797852	10757	5	2.8831777572631836	14677	3019.5	1162
Soil11.scaffold_431547323_c1_2	T0.scaffold_172278247_c1_4	0.5615425109863281	10393	5	2.7699599266052246	14706	3069.0	1159
Soil11.scaffold_431547323_c1_2	T0.scaffold_273218771_c1_2	0.6003467440605164	10718	5	2.548693895339966	14596	3085.0	1146
Soil11.scaffold_431547323_c1_2	T0.scaffold_786865677_c1_2	0.5439045429229736	10283	5	2.8164680004119873	14596	3038.0	1153
Soil11.scaffold_431547323_c1_2	T0.scaffold_961428012_c1_71	0.163095623254776	12962	5	2.123981475830078	18166	5918.0	1201
Soil11.scaffold_587233302_c1_1	Soil11.scaffold_65427810_c1_20	0.43717578053474426	10858	5	2.0748794078826904	15278	3337.5	1195
Soil11.scaffold_587233302_c1_1	Soil12.scaffold_266712765_c1_2	0.23015765845775604	11270	5	1.383973240852356	16572	4548.5	1220
Soil11.scaffold_587233302_c1_1	Soil14.scaffold_280216268_c1_12	0.16013886034488678	11972	5	1.1683776378631592	17762	5464.5	1233
Soil11.scaffold_587233302_c1_1	Soil14.scaffold_465502786_c1_2	0.48288679122924805	10644	5	2.2353932857513428	14728	3170.5	1176
Soil11.scaffold_587233302_c1_1	Soil14.scaffold_576820813_c1_40	0.3418881297111511	11331	5	1.3729194402694702	16326	4088.0	1231
Soil11.scaffold_587233302_c1_1	Soil14.scaffold_596019752_c1_119	0.39936208724975586	10603	5	2.2207491397857666	15288	3299.0	1200
Soil11.scaffold_587233302_c1_1	Soil15.scaffold_116822102_c1_19	0.45742979645729065	10724	5	1.6676182746887207	14934	3336.5	1187
Soil11.scaffold_587233302_c1_1	Soil15.scaffold_1255266399_c1_142	0.40835389494895935	10565	5	2.1253929138183594	15430	3339.0	1201
Soil11.scaffold_587233302_c1_1	Soil15.scaffold_16321085_c1_6	0.23416851460933685	11611	5	1.6412079334259033	16977	4720.0	1227
Soil11.scaffold_587233302_c1_1	Soil15.scaffold_175810641_c1_3	0.40851709246635437	10811	5	1.6408699750900269	15440	3422.0	1205
Soil11.scaffold_587233302_c1_1	Soil16.scaffold_1312607544_c1_3	0.45888471603393555	10817	5	1.73011314868927	15111	3366.5	1196
Soil11.scaffold_587233302_c1_1	Soil16.scaffold_313969256_c1_10	0.23345673084259033	11412	5	1.2296749353408813	16901	4715.5	1228
Soil11.scaffold_587233302_c1_1	Soil16.scaffold_436666653_c1_2	0.4855082631111145	10429	5	1.8983476161956787	14510	3078.0	1171
Soil11.scaffold_587233302_c1_1	Soil16.scaffold_804923086_c1_3	0.2668207287788391	11669	5	1.540732502937317	16905	4654.0	1228
Soil11.scaffold_587233302_c1_1	Soil17.scaffold_1045002370_c1_23	0.39060768485069275	10582	5	1.9152973890304565	15141	3299.0	1190
Soil11.scaffold_587233302_c1_1	Soil17.scaffold_1202428475_c1_2	0.24302147328853607	11576	5	1.6177219152450562	16898	4737.0	1231
Soil11.scaffold_587233302_c1_1	Soil17.scaffold_274056314_c1_61	0.4421074092388153	10699	5	1.9589985609054565	15311	3252.0	1199
Soil11.scaffold_587233302_c1_1	Soil17.scaffold_332687915_c1_2	0.21131440997123718	11158	5	1.35231614112854	16603	4558.0	1221
Soil11.scaffold_587233302_c1_1	Soil17.scaffold_918557319_c1_2	0.3656357526779175	10929	5	1.8723708391189575	15691	3588.5	1207
Soil11.scaffold_587233302_c1_1	Soil3.scaffold_285743490_c1_2	0.21094892919063568	11432	5	1.4578393697738647	16866	4729.0	1217
Soil11.scaffold_587233302_c1_1	Soil3.scaffold_333288240_c1_8	0.4261813163757324	10487	5	1.7449989318847656	14907	3366.0	1182
Soil11.scaffold_587233302_c1_1	Soil3.scaffold_408070428_c1_2	0.2361423373222351	11463	5	1.445544719696045	16760	4551.5	1227
Soil11.scaffold_587233302_c1_1	Soil3.scaffold_414071996_c1_8	0.42310261726379395	10711	5	1.6135220527648926	15299	3458.0	1196
Soil11.scaffold_587233302_c1_1	Soil3.scaffold_530221301_c1_2	0.44219574332237244	10793	5	1.7609912157058716	15030	3442.0	1170
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_120605214_c1_7	0.3953430950641632	10617	5	2.207322359085083	14996	3255.5	1174
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_13272894_c1_8	0.4481090307235718	10771	5	1.7338534593582153	15188	3407.0	1197
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_133269568_c1_66	0.5438281297683716	10437	5	2.613205909729004	14594	2985.5	1159
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_183283646_c1_24	0.4945085048675537	11021	5	2.4078617095947266	15155	3389.5	1201
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_215117222_c1_59	0.23703983426094055	11574	5	1.3916598558425903	16850	4604.0	1229
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_249001418_c1_2	0.45928141474723816	10773	5	2.604757070541382	14832	3309.5	1190
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_384418492_c1_161	0.3900313675403595	10910	5	1.5615355968475342	15748	3647.5	1212
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_395480119_c1_5	0.4173029959201813	10542	5	2.236989736557007	14782	3198.5	1177
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_416434691_c1_48	0.21330402791500092	11384	5	1.2400367259979248	17023	4759.5	1227
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_434220697_c1_2	0.4120093882083893	10675	5	2.0176239013671875	15430	3347.0	1208
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_489407153_c1_201	0.4311635196208954	10685	5	1.9322558641433716	15202	3351.0	1191
Soil11.scaffold_587233302_c1_1	Soil5.scaffold_544698016_c1_2	0.3962353467941284	10752	5	1.8730924129486084	15262	3456.0	1196
