T0.scaffold_563122406_c1_2	T0.scaffold_563122406_c1_2	Soil17.scaffold_102369427_c1_1
T0.scaffold_874521713_c1_2	T0.scaffold_967757664_c1_1	T0.scaffold_967757664_c1_1
T0.scaffold_390488187_c1_3	T0.scaffold_390488187_c1_3	Soil16.scaffold_718712853_c1_1
T0.scaffold_391739065_c1_1	T0.scaffold_391739065_c1_1	Soil6.scaffold_47353953_c1_4
T0.scaffold_528548689_c1_2	T0.scaffold_528548689_c1_2	Soil3.scaffold_507624773_c1_1
T0.scaffold_347172860_c1_3	T0.scaffold_347172860_c1_3	T0.scaffold_967757664_c1_1
T0.scaffold_677904738_c1_1	T0.scaffold_677904738_c1_1	T0.scaffold_308047681_c1_10
T0.scaffold_793520296_c1_1	T0.scaffold_793520296_c1_1	T0.scaffold_308047681_c1_10
T0.scaffold_579074308_c1_2	T0.scaffold_579074308_c1_2	Soil3.scaffold_545048581_c1_2
T0.scaffold_409096425_c1_1	T0.scaffold_409096425_c1_1	T0.scaffold_308047681_c1_10
T0.scaffold_469052346_c1_1	T0.scaffold_469052346_c1_1	T0.scaffold_469052346_c1_1
T0.scaffold_422019610_c1_3	T0.scaffold_422019610_c1_3	Soil3.scaffold_504725650_c1_2
T0.scaffold_129345277_c1_1	T0.scaffold_129345277_c1_1	Soil5.scaffold_30799888_c1_2
T0.scaffold_786865677_c1_2	T0.scaffold_786865677_c1_2	T0.scaffold_786865677_c1_2
T0.scaffold_1040725479_c1_1	T0.scaffold_1040725479_c1_1	T0.scaffold_1040725479_c1_1
T0.scaffold_663675287_c1_8	T0.scaffold_663675287_c1_8	Soil5.scaffold_416434691_c1_48
T0.scaffold_535379388_c1_1	T0.scaffold_535379388_c1_1	Soil16.scaffold_289523643_c1_23
T0.scaffold_1068567766_c1_1	T0.scaffold_535379388_c1_1	Soil16.scaffold_289523643_c1_23
T0.scaffold_1016848578_c1_1	T0.scaffold_1016848578_c1_1	T0.scaffold_1016848578_c1_1
T0.scaffold_303623286_c1_2	T0.scaffold_303623286_c1_2	Soil11.scaffold_65427810_c1_20
T0.scaffold_391332209_c1_1	T0.scaffold_391332209_c1_1	Soil9.scaffold_587284677_c1_1
T0.scaffold_66742975_c1_1	T0.scaffold_66742975_c1_1	Soil11.scaffold_188574402_c1_9
T0.scaffold_134824699_c1_1	T0.scaffold_134824699_c1_1	T0.scaffold_967757664_c1_1
T0.scaffold_404095462_c1_2	T0.scaffold_404095462_c1_2	T0.scaffold_967757664_c1_1
T0.scaffold_701892526_c1_1	T0.scaffold_701892526_c1_1	Soil9.scaffold_133927741_c1_1
T0.scaffold_1142550585_c1_3	T0.scaffold_1142550585_c1_3	Soil15.scaffold_938222320_c1_1
T0.scaffold_99423436_c1_1	T0.scaffold_99423436_c1_1	Soil9.scaffold_793036657_c1_1
T0.scaffold_853815333_c1_4	T0.scaffold_853815333_c1_4	Soil12.scaffold_851803053_c1_1
T0.scaffold_764762505_c1_1	T0.scaffold_764762505_c1_1	Soil6.scaffold_276395619_c1_1
T0.scaffold_632540171_c1_1	T0.scaffold_632540171_c1_1	T0.scaffold_632540171_c1_1
T0.scaffold_1087053736_c1_1	T0.scaffold_1087053736_c1_1	T0.scaffold_1087053736_c1_1
T0.scaffold_491838059_c1_2	T0.scaffold_491838059_c1_2	Soil15.scaffold_515991602_c1_2
T0.scaffold_1050168382_c1_1	T0.scaffold_1050168382_c1_1	Soil16.scaffold_805434123_c1_1
T0.scaffold_671038572_c1_1	T0.scaffold_671038572_c1_1	Soil5.scaffold_75236557_c1_1
T0.scaffold_369747464_c1_1	T0.scaffold_671038572_c1_1	Soil5.scaffold_75236557_c1_1
T0.scaffold_299474269_c1_4	T0.scaffold_299474269_c1_4	Soil16.scaffold_289523643_c1_23
T0.scaffold_925671294_c1_1	T0.scaffold_925671294_c1_1	T0.scaffold_925671294_c1_1
T0.scaffold_787430701_c1_145	T0.scaffold_787430701_c1_145	Soil17.scaffold_1045002370_c1_23
T0.scaffold_72495271_c1_1	T0.scaffold_72495271_c1_1	T0.scaffold_72495271_c1_1
T0.scaffold_469692083_c1_2	T0.scaffold_72495271_c1_1	T0.scaffold_72495271_c1_1
T0.scaffold_896529284_c1_1	T0.scaffold_896529284_c1_1	Soil6.scaffold_477227124_c1_1
T0.scaffold_725694087_c1_1	T0.scaffold_896529284_c1_1	Soil6.scaffold_477227124_c1_1
T0.scaffold_43481048_c1_1	T0.scaffold_896529284_c1_1	Soil6.scaffold_477227124_c1_1
T0.scaffold_826823201_c1_1	T0.scaffold_826823201_c1_1	T0.scaffold_851692350_c1_1
T0.scaffold_269697883_c1_1	T0.scaffold_826823201_c1_1	T0.scaffold_851692350_c1_1
T0.scaffold_847435720_c1_2	T0.scaffold_826823201_c1_1	T0.scaffold_851692350_c1_1
T0.scaffold_1026494244_c1_1	T0.scaffold_826823201_c1_1	T0.scaffold_851692350_c1_1
T0.scaffold_422019609_c1_1	T0.scaffold_826823201_c1_1	T0.scaffold_851692350_c1_1
T0.scaffold_957347417_c1_1	T0.scaffold_957347417_c1_1	Soil11.scaffold_475955381_c1_1
T0.scaffold_643074987_c1_1	T0.scaffold_643074987_c1_1	T0.scaffold_72495271_c1_1
T0.scaffold_486186521_c1_1	T0.scaffold_643074987_c1_1	T0.scaffold_72495271_c1_1
T0.scaffold_172278247_c1_4	T0.scaffold_172278247_c1_4	Soil16.scaffold_313969256_c1_10
T0.scaffold_35062325_c1_1	T0.scaffold_35062325_c1_1	Soil9.scaffold_15410744_c1_2
T0.scaffold_1051169002_c1_3	T0.scaffold_1051169002_c1_3	T0.scaffold_1051169002_c1_3
T0.scaffold_287104333_c1_1	T0.scaffold_287104333_c1_1	T0.scaffold_287104333_c1_1
T0.scaffold_1011425320_c1_1	T0.scaffold_1011425320_c1_1	Soil15.scaffold_116822102_c1_19
T0.scaffold_224586953_c1_1	T0.scaffold_224586953_c1_1	Soil3.scaffold_310218704_c1_2
T0.scaffold_768573759_c1_1	T0.scaffold_768573759_c1_1	Soil9.scaffold_602598123_c1_1
T0.scaffold_180544458_c1_1	T0.scaffold_768573759_c1_1	Soil9.scaffold_602598123_c1_1
T0.scaffold_911598323_c1_1	T0.scaffold_911598323_c1_1	Soil5.scaffold_549637727_c1_1
T0.scaffold_61678423_c1_1	T0.scaffold_61678423_c1_1	Soil6.scaffold_639228132_c1_1
T0.scaffold_645177684_c1_1	T0.scaffold_645177684_c1_1	Soil5.scaffold_100460575_c1_5
T0.scaffold_40396025_c1_1	T0.scaffold_40396025_c1_1	Soil15.scaffold_1154465524_c1_1
T0.scaffold_685359621_c1_1	T0.scaffold_685359621_c1_1	Soil15.scaffold_1154465524_c1_1
T0.scaffold_768735077_c1_1	T0.scaffold_768735077_c1_1	T0.scaffold_768735077_c1_1
T0.scaffold_1143557678_c1_1	T0.scaffold_1143557678_c1_1	Soil5.scaffold_568918686_c1_1
T0.scaffold_414794508_c1_1	T0.scaffold_414794508_c1_1	T0.scaffold_414794508_c1_1
T0.scaffold_844742415_c1_1	T0.scaffold_844742415_c1_1	T0.scaffold_308047681_c1_10
T0.scaffold_325134827_c1_7	T0.scaffold_325134827_c1_7	Soil14.scaffold_138179934_c1_3
T0.scaffold_974243036_c1_1	T0.scaffold_974243036_c1_1	T0.scaffold_693658288_c1_1
T0.scaffold_51752605_c1_1	T0.scaffold_51752605_c1_1	Soil9.scaffold_77981841_c1_1
T0.scaffold_862750428_c1_1	T0.scaffold_862750428_c1_1	Soil11.scaffold_389888404_c1_1
T0.scaffold_120756522_c1_1	T0.scaffold_862750428_c1_1	Soil11.scaffold_389888404_c1_1
T0.scaffold_646082895_c1_1	T0.scaffold_646082895_c1_1	Soil3.scaffold_504725650_c1_2
T0.scaffold_771045130_c1_5	T0.scaffold_771045130_c1_5	Soil5.scaffold_100460575_c1_5
T0.scaffold_149589548_c1_1	T0.scaffold_149589548_c1_1	Soil3.scaffold_414071996_c1_8
T0.scaffold_440723486_c1_1	T0.scaffold_440723486_c1_1	Soil6.scaffold_477227124_c1_1
T0.scaffold_856295838_c1_1	T0.scaffold_856295838_c1_1	Soil3.scaffold_504725650_c1_2
T0.scaffold_419240115_c1_16	T0.scaffold_856295838_c1_1	Soil3.scaffold_504725650_c1_2
T0.scaffold_82084267_c1_1	T0.scaffold_82084267_c1_1	Soil3.scaffold_297937750_c1_2
T0.scaffold_710831694_c1_1	T0.scaffold_710831694_c1_1	Soil17.scaffold_1188092603_c1_2
T0.scaffold_158040211_c1_1	T0.scaffold_158040211_c1_1	Soil17.scaffold_1188092603_c1_2
T0.scaffold_116363961_c1_2	T0.scaffold_116363961_c1_2	Soil3.scaffold_504725650_c1_2
T0.scaffold_650227987_c1_1	T0.scaffold_650227987_c1_1	Soil16.scaffold_1385083464_c1_1
Soil3.scaffold_330656556_c1_1	Soil3.scaffold_330656556_c1_1	Soil5.scaffold_113795878_c1_1
Soil3.scaffold_548615328_c1_1	Soil3.scaffold_548615328_c1_1	T0.scaffold_308047681_c1_10
Soil3.scaffold_43375649_c1_2	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_592737713_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_583841551_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_246418490_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_542810073_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_199525555_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_169779433_c1_1	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_612322398_c1_2	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_499206385_c1_2	Soil3.scaffold_43375649_c1_2	T0.scaffold_851692350_c1_1
Soil3.scaffold_387157237_c1_1	Soil3.scaffold_387157237_c1_1	Soil3.scaffold_26587228_c1_1
Soil3.scaffold_480171794_c1_1	Soil3.scaffold_480171794_c1_1	Soil3.scaffold_504725650_c1_2
Soil3.scaffold_599080062_c1_29	Soil3.scaffold_599080062_c1_29	Soil14.scaffold_1099110917_c1_1
Soil3.scaffold_460473171_c1_1	Soil3.scaffold_460473171_c1_1	Soil15.scaffold_116822102_c1_19
Soil3.scaffold_368174673_c1_1	Soil3.scaffold_368174673_c1_1	Soil3.scaffold_368174673_c1_1
Soil3.scaffold_592698439_c1_1	Soil3.scaffold_592698439_c1_1	T0.scaffold_388892069_c1_1
Soil3.scaffold_495601082_c1_5	Soil3.scaffold_495601082_c1_5	Soil5.scaffold_190334812_c1_127
Soil3.scaffold_297937750_c1_2	Soil3.scaffold_297937750_c1_2	Soil3.scaffold_297937750_c1_2
Soil3.scaffold_235887695_c1_2	Soil3.scaffold_235887695_c1_2	Soil17.scaffold_332687915_c1_2
Soil3.scaffold_207256585_c1_2	Soil3.scaffold_235887695_c1_2	Soil17.scaffold_332687915_c1_2
Soil3.scaffold_127846911_c1_1	Soil3.scaffold_127846911_c1_1	Soil5.scaffold_473197893_c1_1
Soil3.scaffold_370204557_c1_2	Soil3.scaffold_370204557_c1_2	T0.scaffold_693658288_c1_1
Soil3.scaffold_74649590_c1_14	Soil3.scaffold_74649590_c1_14	Soil3.scaffold_504725650_c1_2
Soil3.scaffold_208027637_c1_1	Soil3.scaffold_208027637_c1_1	Soil16.scaffold_805434123_c1_1
Soil3.scaffold_555174858_c1_1	Soil3.scaffold_555174858_c1_1	Soil3.scaffold_507624773_c1_1
Soil3.scaffold_547085649_c1_2	Soil3.scaffold_547085649_c1_2	Soil6.scaffold_554490263_c1_1
Soil3.scaffold_78523952_c1_1	Soil3.scaffold_78523952_c1_1	Soil5.scaffold_75236557_c1_1
Soil3.scaffold_375371368_c1_1	Soil3.scaffold_375371368_c1_1	Soil11.scaffold_149369388_c1_1
Soil3.scaffold_202054849_c1_1	Soil3.scaffold_202054849_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_74649884_c1_1	Soil3.scaffold_202054849_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_262843500_c1_1	Soil3.scaffold_202054849_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_171283886_c1_30	Soil3.scaffold_202054849_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_556116953_c1_1	Soil3.scaffold_556116953_c1_1	Soil3.scaffold_556116953_c1_1
Soil3.scaffold_200704966_c1_1	Soil3.scaffold_200704966_c1_1	Soil9.scaffold_215781292_c1_1
Soil3.scaffold_166166879_c1_1	Soil3.scaffold_166166879_c1_1	Soil5.scaffold_100460575_c1_5
Soil3.scaffold_253180392_c1_1	Soil3.scaffold_253180392_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_562877385_c1_1	Soil3.scaffold_253180392_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_593052841_c1_1	Soil3.scaffold_253180392_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_476033050_c1_1	Soil3.scaffold_253180392_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_269957442_c1_1	Soil3.scaffold_269957442_c1_1	Soil3.scaffold_310218704_c1_2
Soil3.scaffold_27048810_c1_1	Soil3.scaffold_27048810_c1_1	T0.scaffold_72495271_c1_1
Soil3.scaffold_509819821_c1_1	Soil3.scaffold_509819821_c1_1	T0.scaffold_308047681_c1_10
Soil3.scaffold_425735069_c1_1	Soil3.scaffold_425735069_c1_1	Soil14.scaffold_565433180_c1_1
Soil3.scaffold_553329376_c1_1	Soil3.scaffold_553329376_c1_1	Soil5.scaffold_260743559_c1_1
Soil3.scaffold_531150720_c1_1	Soil3.scaffold_531150720_c1_1	Soil3.scaffold_531150720_c1_1
Soil3.scaffold_337953223_c1_1	Soil3.scaffold_337953223_c1_1	Soil11.scaffold_389888404_c1_1
Soil3.scaffold_333288240_c1_8	Soil3.scaffold_333288240_c1_8	Soil3.scaffold_333288240_c1_8
Soil3.scaffold_37485090_c1_2	Soil3.scaffold_37485090_c1_2	Soil6.scaffold_485578092_c1_1
Soil3.scaffold_46704472_c1_7	Soil3.scaffold_46704472_c1_7	Soil15.scaffold_16321085_c1_6
Soil3.scaffold_242441672_c1_1	Soil3.scaffold_242441672_c1_1	T0.scaffold_271427904_c1_1
Soil3.scaffold_18982945_c1_1	Soil3.scaffold_242441672_c1_1	T0.scaffold_271427904_c1_1
Soil3.scaffold_540645391_c1_1	Soil3.scaffold_540645391_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_401447268_c1_1	Soil3.scaffold_401447268_c1_1	Soil9.scaffold_77981841_c1_1
Soil3.scaffold_161167455_c1_45	Soil3.scaffold_161167455_c1_45	Soil5.scaffold_183283646_c1_24
Soil3.scaffold_613899820_c1_1	Soil3.scaffold_613899820_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_94541639_c1_2	Soil3.scaffold_613899820_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_412825542_c1_1	Soil3.scaffold_613899820_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_592588263_c1_1	Soil3.scaffold_613899820_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_352165548_c1_1	Soil3.scaffold_352165548_c1_1	T0.scaffold_72495271_c1_1
Soil3.scaffold_367477517_c1_1	Soil3.scaffold_367477517_c1_1	Soil16.scaffold_805434123_c1_1
Soil3.scaffold_410564689_c1_1	Soil3.scaffold_410564689_c1_1	Soil6.scaffold_370324234_c1_1
Soil3.scaffold_272082304_c1_1	Soil3.scaffold_410564689_c1_1	Soil6.scaffold_370324234_c1_1
Soil3.scaffold_285743490_c1_2	Soil3.scaffold_285743490_c1_2	Soil5.scaffold_416434691_c1_48
Soil3.scaffold_336787855_c1_1	Soil3.scaffold_336787855_c1_1	Soil3.scaffold_336787855_c1_1
Soil3.scaffold_545048581_c1_2	Soil3.scaffold_545048581_c1_2	Soil3.scaffold_545048581_c1_2
Soil3.scaffold_412825152_c1_1	Soil3.scaffold_412825152_c1_1	Soil5.scaffold_100460575_c1_5
Soil3.scaffold_375487153_c1_3	Soil3.scaffold_375487153_c1_3	Soil3.scaffold_375487153_c1_3
Soil3.scaffold_228275361_c1_2	Soil3.scaffold_228275361_c1_2	Soil5.scaffold_411158157_c1_2
Soil3.scaffold_351736108_c1_5	Soil3.scaffold_351736108_c1_5	T0.scaffold_308047681_c1_10
Soil3.scaffold_285317787_c1_123	Soil3.scaffold_285317787_c1_123	Soil11.scaffold_632437082_c1_25
Soil3.scaffold_364714375_c1_1	Soil3.scaffold_364714375_c1_1	Soil3.scaffold_364714375_c1_1
Soil3.scaffold_546338209_c1_1	Soil3.scaffold_546338209_c1_1	Soil3.scaffold_546338209_c1_1
Soil3.scaffold_412201567_c1_1	Soil3.scaffold_412201567_c1_1	Soil3.scaffold_412201567_c1_1
Soil3.scaffold_505476261_c1_2	Soil3.scaffold_505476261_c1_2	Soil3.scaffold_505476261_c1_2
Soil3.scaffold_295503566_c1_1	Soil3.scaffold_295503566_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_553217779_c1_2	Soil3.scaffold_295503566_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_364566697_c1_2	Soil3.scaffold_295503566_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_158705462_c1_2	Soil3.scaffold_295503566_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_205290258_c1_1	Soil3.scaffold_205290258_c1_1	Soil3.scaffold_220327572_c1_1
Soil3.scaffold_114638614_c1_1	Soil3.scaffold_205290258_c1_1	Soil3.scaffold_220327572_c1_1
Soil3.scaffold_131498373_c1_2	Soil3.scaffold_131498373_c1_2	Soil3.scaffold_504725650_c1_2
Soil3.scaffold_342380389_c1_1	Soil3.scaffold_342380389_c1_1	Soil3.scaffold_342380389_c1_1
Soil3.scaffold_99141956_c1_1	Soil3.scaffold_342380389_c1_1	Soil3.scaffold_342380389_c1_1
Soil3.scaffold_4198863_c1_1	Soil3.scaffold_4198863_c1_1	Soil14.scaffold_662920441_c1_2
Soil3.scaffold_524598945_c1_1	Soil3.scaffold_524598945_c1_1	Soil16.scaffold_313969256_c1_10
Soil3.scaffold_427835961_c1_21	Soil3.scaffold_524598945_c1_1	Soil16.scaffold_313969256_c1_10
Soil3.scaffold_432791054_c1_1	Soil3.scaffold_432791054_c1_1	Soil3.scaffold_364714375_c1_1
Soil3.scaffold_368330165_c1_1	Soil3.scaffold_368330165_c1_1	Soil17.scaffold_332687915_c1_2
Soil3.scaffold_375798447_c1_1	Soil3.scaffold_375798447_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_31685847_c1_1	Soil3.scaffold_31685847_c1_1	T0.scaffold_967757664_c1_1
Soil3.scaffold_113947512_c1_5	Soil3.scaffold_113947512_c1_5	Soil9.scaffold_5397274_c1_2
Soil3.scaffold_414071996_c1_8	Soil3.scaffold_414071996_c1_8	Soil3.scaffold_414071996_c1_8
Soil3.scaffold_432205656_c1_9	Soil3.scaffold_432205656_c1_9	Soil9.scaffold_389291796_c1_1
Soil3.scaffold_438214051_c1_2	Soil3.scaffold_438214051_c1_2	T0.scaffold_786865677_c1_2
Soil3.scaffold_623681242_c1_1	Soil3.scaffold_623681242_c1_1	Soil5.scaffold_100460575_c1_5
Soil3.scaffold_265936161_c1_1	Soil3.scaffold_623681242_c1_1	Soil5.scaffold_100460575_c1_5
Soil3.scaffold_529231200_c1_1	Soil3.scaffold_529231200_c1_1	T0.scaffold_308047681_c1_10
Soil3.scaffold_501396971_c1_1	Soil3.scaffold_501396971_c1_1	Soil5.scaffold_526478646_c1_1
Soil3.scaffold_339893910_c1_2	Soil3.scaffold_339893910_c1_2	Soil6.scaffold_639228132_c1_1
Soil3.scaffold_389609827_c1_1	Soil3.scaffold_389609827_c1_1	Soil9.scaffold_612341916_c1_1
Soil3.scaffold_246186750_c1_1	Soil3.scaffold_246186750_c1_1	T0.scaffold_308047681_c1_10
Soil3.scaffold_71126171_c1_1	Soil3.scaffold_71126171_c1_1	Soil3.scaffold_71126171_c1_1
Soil3.scaffold_530221301_c1_2	Soil3.scaffold_530221301_c1_2	Soil3.scaffold_504725650_c1_2
Soil3.scaffold_499740896_c1_1	Soil3.scaffold_499740896_c1_1	Soil9.scaffold_498555357_c1_1
Soil3.scaffold_457699928_c1_1	Soil3.scaffold_457699928_c1_1	Soil3.scaffold_412201567_c1_1
Soil3.scaffold_365103124_c1_1	Soil3.scaffold_365103124_c1_1	Soil17.scaffold_1105034040_c1_1
Soil3.scaffold_469229650_c1_1	Soil3.scaffold_469229650_c1_1	Soil14.scaffold_939872731_c1_1
Soil3.scaffold_596047842_c1_1	Soil3.scaffold_596047842_c1_1	Soil9.scaffold_389291796_c1_1
Soil3.scaffold_284582342_c1_1	Soil3.scaffold_284582342_c1_1	Soil15.scaffold_652652217_c1_1
Soil3.scaffold_396500639_c1_3	Soil3.scaffold_396500639_c1_3	T0.scaffold_693658288_c1_1
Soil3.scaffold_167323023_c1_1	Soil3.scaffold_167323023_c1_1	Soil6.scaffold_163364383_c1_1
Soil3.scaffold_435521741_c1_1	Soil3.scaffold_435521741_c1_1	Soil3.scaffold_435521741_c1_1
Soil3.scaffold_134953375_c1_1	Soil3.scaffold_134953375_c1_1	Soil9.scaffold_793036657_c1_1
Soil3.scaffold_359157672_c1_1	Soil3.scaffold_359157672_c1_1	Soil3.scaffold_66951831_c1_1
Soil3.scaffold_355143247_c1_1	Soil3.scaffold_355143247_c1_1	Soil3.scaffold_355143247_c1_1
Soil3.scaffold_397587887_c1_1	Soil3.scaffold_397587887_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_190072361_c1_1	Soil3.scaffold_397587887_c1_1	T0.scaffold_851692350_c1_1
Soil3.scaffold_506449653_c1_1	Soil3.scaffold_506449653_c1_1	Soil9.scaffold_516112812_c1_1
Soil3.scaffold_443449238_c1_1	Soil3.scaffold_506449653_c1_1	Soil9.scaffold_516112812_c1_1
Soil3.scaffold_31864478_c1_1	Soil3.scaffold_31864478_c1_1	T0.scaffold_104298005_c1_1
Soil3.scaffold_220327572_c1_1	Soil3.scaffold_220327572_c1_1	Soil3.scaffold_220327572_c1_1
Soil3.scaffold_439893031_c1_1	Soil3.scaffold_220327572_c1_1	Soil3.scaffold_220327572_c1_1
Soil3.scaffold_408070428_c1_2	Soil3.scaffold_408070428_c1_2	Soil14.scaffold_1074531152_c1_2
Soil3.scaffold_25557799_c1_26	Soil3.scaffold_25557799_c1_26	T0.scaffold_521600323_c1_3
Soil3.scaffold_253488375_c1_4	Soil3.scaffold_253488375_c1_4	Soil5.scaffold_549637727_c1_1
Soil3.scaffold_108960414_c1_1	Soil3.scaffold_108960414_c1_1	Soil6.scaffold_639228132_c1_1
Soil3.scaffold_12182967_c1_1	Soil3.scaffold_108960414_c1_1	Soil6.scaffold_639228132_c1_1
Soil3.scaffold_115175799_c1_1	Soil3.scaffold_115175799_c1_1	T0.scaffold_967757664_c1_1
Soil3.scaffold_57800860_c1_2	Soil3.scaffold_57800860_c1_2	Soil16.scaffold_289523643_c1_23
Soil3.scaffold_489101967_c1_1	Soil3.scaffold_57800860_c1_2	Soil16.scaffold_289523643_c1_23
Soil3.scaffold_227657943_c1_2	Soil3.scaffold_57800860_c1_2	Soil16.scaffold_289523643_c1_23
Soil3.scaffold_81892209_c1_1	Soil3.scaffold_81892209_c1_1	Soil6.scaffold_477227124_c1_1
Soil3.scaffold_189263175_c1_1	Soil3.scaffold_189263175_c1_1	T0.scaffold_693658288_c1_1
Soil3.scaffold_293059500_c1_1	Soil3.scaffold_293059500_c1_1	Soil3.scaffold_293059500_c1_1
Soil3.scaffold_611139327_c1_1	Soil3.scaffold_611139327_c1_1	Soil3.scaffold_611139327_c1_1
